"cycle","individual","origin_busstop","destin_busstop","origin_zone","destin_zone","trip_type","busline","direction","bus_distance","walk_distance","wait_time","board_time","arrival_time"
420,11371,3,23,7,10,3,"L15",1,4354,186,2150,2970,3920
420,20844,381,388,4,8,1,"L20",2,5233,222,1800,2750,3920
420,44527,111,321,10,10,1,"L18",2,4433,753,2400,2510,3940
420,55663,1570,17,19,6,2,"L441",2,8160,114,600,1740,3310
420,55663,619,262,6,16,3,"L262",1,2395,383,3310,3470,3940
420,89444,72,18,26,6,2,"L11",1,10257,272,600,620,3430
420,89444,619,262,6,16,3,"L262",1,2395,449,3430,3470,3940
420,92800,73,18,26,6,2,"L11",1,9977,0,600,800,3430
420,92800,619,262,6,16,3,"L262",1,2395,412,3430,3470,3940
420,63062,980,984,21,11,1,"L3",2,2135,81,3000,3000,3950
420,27018,364,376,8,1,1,"L6",1,8378,14,600,1180,3950
420,25093,5,12,6,10,1,"L1",1,3462,0,2400,2630,3960
420,90096,72,3,26,7,1,"L11",1,9673,740,1200,1630,3960
420,56556,81,3,20,7,1,"L11",1,6465,372,2400,2610,3960
420,77462,158,59,23,27,2,"L13",1,6765,171,600,890,2390
420,77462,40,1661,27,24,3,"L66",1,3474,48,2390,2830,3960
420,12219,262,270,16,16,1,"L17",1,17518,587,2400,2430,3970
420,9442,354,362,2,3,2,"L2",2,2404,93,0,610,2150
420,9442,2,261,7,2,3,"L17",1,3761,75,2150,3000,3970
420,9505,354,362,2,3,2,"L2",2,2404,93,600,610,2150
420,9505,2,261,7,2,3,"L17",1,3761,16,2150,3000,3970
420,67255,250,66,22,7,2,"L16",2,7241,95,1200,1260,3520
420,67255,18,261,6,2,3,"L17",1,2214,70,3520,3520,3970
420,67392,253,66,22,7,2,"L16",2,5954,103,1200,1820,3520
420,67392,18,261,6,2,3,"L17",1,2214,83,3520,3520,3970
420,67446,254,66,22,7,2,"L16",2,5431,103,1800,2070,3520
420,67446,18,261,6,2,3,"L17",1,2214,83,3520,3520,3970
420,47249,256,66,11,7,2,"L16",2,4485,70,2400,2500,3520
420,47249,18,261,6,2,3,"L17",1,2214,70,3520,3520,3970
420,98364,461,464,27,27,1,"L27",2,1417,258,3600,3650,3970
420,618,506,89,1,20,2,"L33",1,4979,105,1200,1800,2620
420,618,80,64,20,7,3,"L18",1,5847,251,2620,2680,3980
420,65338,42,304,21,26,1,"L21",2,11289,98,1200,2000,3980
420,83541,1666,209,24,27,2,"L66",2,2194,167,600,780,1620
420,83541,402,304,27,26,3,"L21",2,6092,153,1620,2830,3980
420,95696,379,304,26,26,1,"L21",2,2049,11,3600,3640,3980
420,96665,208,1,27,1,1,"L14",2,8685,365,1200,1310,3990
420,8300,376,327,1,26,1,"L20",1,7793,0,600,2060,3990
420,27841,390,1680,8,2,1,"L7",1,4134,145,1200,2340,3990
420,27616,391,1680,8,2,1,"L7",1,3547,131,2400,2570,3990
420,204,1678,1680,1,2,1,"L7",1,1302,566,3600,3600,3990
420,67921,252,32,22,7,1,"L16",2,7435,400,0,1700,4000
420,54768,289,293,16,16,1,"L17",2,13569,62,3000,3060,4000
420,1647,1677,1343,1,5,2,"L7",1,4186,8,0,1590,3250
420,1647,1330,1335,5,9,3,"L4",1,1895,0,3250,3390,4000
420,10779,1680,1343,2,5,2,"L7",1,2692,131,1200,2400,3250
420,10779,1330,1335,5,9,3,"L4",1,1895,0,3250,3390,4000
420,76623,52,1654,23,21,1,"L9",1,1479,330,2400,3350,4010
420,95160,93,102,26,25,1,"L11",2,3008,0,3000,3090,4020
420,82946,1667,1672,24,27,2,"L66",2,3464,37,1800,1910,3090
420,82946,406,740,27,23,3,"L5",1,2397,37,3090,3150,4020
420,27847,1701,1679,8,2,1,"L9",2,6245,0,600,1500,4020
420,18318,3,23,7,10,1,"L15",1,4354,720,3000,3100,4030
420,39042,1338,1,9,1,2,"L4",2,6696,0,1200,1250,3500
420,39042,1,3,1,7,3,"L10",1,1220,396,3500,3730,4040
420,84309,378,380,25,1,1,"L20",2,10665,14,1200,1380,4040
420,84112,302,380,25,1,1,"L20",2,10263,390,600,1380,4040
420,88831,304,380,26,1,1,"L20",2,9021,82,1800,1830,4040
420,89209,305,380,26,1,1,"L20",2,8514,172,1200,2010,4040
420,58154,399,79,21,20,2,"L21",2,14270,0,0,0,2640
420,58154,79,380,20,1,3,"L20",2,6232,0,2640,2790,4040
420,50960,83,380,13,1,1,"L20",2,2419,229,3000,3630,4040
420,90610,76,18,26,6,2,"L18",1,8792,50,1200,1240,3240
420,90610,18,1329,6,5,3,"L4",1,2487,57,3240,3260,4040
420,2577,1678,321,1,10,1,"L9",2,5273,0,600,1970,4040
420,41183,110,90,18,20,1,"L18",2,13120,100,0,640,4050
420,41189,176,90,9,20,1,"L18",2,10968,0,1200,1250,4050
420,20160,3,18,7,6,2,"L4",1,1733,466,1200,1220,1580
420,20160,66,97,7,26,3,"L11",2,10291,355,1580,1620,4070
420,26462,32,97,7,26,1,"L11",2,8881,677,1800,1990,4070
420,22682,375,328,4,26,1,"L20",1,8870,0,600,1870,4070
420,24907,28,66,6,7,1,"L16",2,2406,998,3600,3610,4080
420,76344,52,66,23,7,2,"L10",2,11953,159,0,290,2960
420,76344,619,263,6,16,3,"L26",1,2714,112,2960,3260,4080
420,81726,1669,66,24,7,2,"L66",2,8164,70,0,470,3120
420,81726,619,263,6,16,3,"L26",1,2714,166,3120,3260,4080
420,2532,1677,316,1,10,1,"L7",1,5808,0,600,1590,4080
420,11409,1679,316,2,10,1,"L7",1,5041,55,600,2080,4080
420,54497,289,293,16,16,2,"L17",2,13569,210,600,1540,2410
420,54497,351,356,16,2,3,"L2",2,1534,148,2410,2900,4090
420,9435,772,774,2,16,2,"L28",1,2691,148,1800,2020,2300
420,9435,351,356,16,2,3,"L2",2,1534,143,2300,2900,4090
420,77216,766,464,23,27,2,"L5",2,4476,54,1200,1230,2970
420,77216,1658,1662,27,24,3,"L66",1,3099,54,2970,3010,4090
420,65612,44,305,21,26,1,"L21",2,8281,172,2400,2490,4100
420,4625,1,42,1,21,1,"L10",1,9653,0,1800,1800,4120
420,18778,2,42,7,21,1,"L10",1,9396,187,1800,1940,4120
420,26384,33,183,7,23,1,"L5",1,7882,169,1200,1550,4120
420,29183,370,18,8,6,1,"L6",1,7743,472,1200,1320,4120
420,38623,1337,1343,9,5,2,"L4",2,2255,0,0,0,900
420,38623,1330,1691,5,2,3,"L7",2,2383,0,900,3160,4120
420,43686,111,32,10,7,1,"L12",1,10115,453,1800,1940,4150
420,18678,2,954,7,21,1,"L3",1,9127,187,600,1780,4150
420,30171,388,1343,8,5,2,"L9",2,7959,358,0,410,3450
420,30171,1330,1336,5,9,3,"L4",1,1895,43,3450,3540,4150
420,49924,257,991,11,11,2,"L30",1,7031,130,0,340,1190
420,49924,36,47,12,23,3,"L10",1,10139,130,1190,2110,4160
420,24650,15,215,6,1,1,"L15",2,5405,45,2400,2540,4160
420,93642,92,397,26,21,1,"L21",1,8526,10,600,1970,4160
420,93343,327,397,26,21,1,"L21",1,7331,0,1200,2360,4160
420,86833,69,72,25,26,2,"L11",1,1280,46,1800,1850,2250
420,86833,330,397,26,21,3,"L21",1,6437,46,2250,2660,4160
420,87260,377,397,26,21,1,"L21",1,5705,488,3000,3000,4160
420,98645,394,397,27,21,1,"L21",1,2032,149,3600,3650,4160
420,62818,1656,987,21,11,1,"L6",2,5365,220,2400,3220,4160
420,25835,33,262,7,16,1,"L17",1,3200,726,3000,3360,4170
420,24747,27,66,6,7,2,"L16",2,2780,144,3000,3040,3520
420,24747,18,262,6,16,3,"L17",1,2616,419,3520,3520,4170
420,40971,178,17,10,6,2,"L13",2,6349,265,0,1980,3480
420,40971,18,262,6,16,3,"L17",1,2616,219,3480,3520,4170
420,44342,320,32,10,7,1,"L4",2,4139,280,3000,3160,4170
420,39177,1338,1,9,1,2,"L4",2,6696,170,600,1140,3500
420,39177,506,382,1,4,3,"251",1,1670,170,3500,3940,4170
420,18091,3,13,7,10,1,"L1",1,5520,457,1800,2110,4180
420,248,1,343,1,2,1,"L2",1,2055,0,2400,2930,4190
420,276,1,343,1,2,1,"L2",1,2055,340,600,2930,4190
420,38864,1338,1,9,1,2,"L4",2,6696,0,0,190,2580
420,38864,1,343,1,2,3,"L2",1,2055,0,2580,2930,4190
420,38735,1340,1,9,1,2,"L4",2,6083,0,600,630,2580
420,38735,1,343,1,2,3,"L2",1,2055,0,2580,2930,4190
420,89437,76,2,26,7,2,"L11",1,7769,177,1200,1250,2940
420,89437,338,343,3,2,3,"L2",1,1654,106,2940,3230,4190
420,31400,1673,163,8,9,1,"L7",1,10647,321,0,0,4190
420,1955,1678,163,1,9,1,"L7",1,5699,0,1800,1820,4190
480,85048,303,381,26,4,1,"L20",2,9751,424,600,1680,4200
480,90483,305,381,26,4,1,"L20",2,8950,172,1200,2010,4200
480,90316,307,381,26,4,1,"L20",2,8309,32,1800,2230,4200
480,65851,44,306,21,26,1,"L21",2,8557,0,1800,2290,4200
480,88033,379,306,26,26,1,"L21",2,2690,155,3600,3640,4200
480,22761,375,329,4,26,1,"L20",1,9075,79,1800,1870,4210
480,45230,112,17,10,6,2,"L12",1,6720,72,600,1340,2870
480,45230,619,264,6,16,3,"L26",1,3967,34,2870,3260,4210
480,77159,766,464,23,27,2,"L5",2,4476,54,1200,1230,2970
480,77159,1658,1663,27,24,3,"L66",1,3426,54,2970,3010,4210
480,76664,52,1655,23,21,1,"L9",1,1999,89,2400,3350,4220
480,11203,357,362,2,3,2,"L2",2,1879,93,1200,1260,2150
480,11203,2,22,7,10,3,"L12",2,6052,3,2150,2860,4230
480,59694,55,32,21,7,1,"L10",2,10865,460,1200,1810,4250
480,49552,27,29,6,6,2,"L1",2,1757,535,1200,1920,2290
480,49552,34,43,7,21,3,"L10",1,7416,194,2290,2720,4260
480,20961,381,390,4,8,1,"L20",2,6268,93,600,2750,4270
480,98896,207,60,27,12,2,"L14",2,3711,9,1200,1210,2310
480,98896,39,48,12,22,3,"L10",1,8757,9,2310,2650,4280
480,93641,326,55,26,21,1,"L21",1,8147,32,1200,2230,4280
480,93508,329,55,26,21,1,"L21",1,7164,0,2400,2570,4280
480,82059,1667,209,24,27,2,"L66",2,1734,34,1800,1910,2410
480,82059,395,55,27,21,3,"L21",1,2140,34,2410,3850,4280
480,36134,365,92,8,26,2,"L20",1,13698,0,0,230,3550
480,36134,93,99,26,25,3,"L11",2,2386,0,3550,3560,4290
480,36104,367,92,8,26,2,"L20",1,12505,0,0,530,3550
480,36104,93,99,26,25,3,"L11",2,2386,0,3550,3560,4290
480,71005,50,56,22,21,2,"L10",2,6367,0,0,0,1060
480,71005,43,307,21,26,3,"L21",2,9450,32,1060,2150,4290
480,78065,1652,1654,23,21,2,"L9",1,895,192,600,600,760
480,78065,44,307,21,26,3,"L21",2,8849,224,760,2290,4290
480,18822,3,955,7,21,1,"L3",1,8958,413,1200,1930,4290
480,45532,177,180,9,7,2,"L18",2,4211,447,0,1410,2290
480,45532,18,955,6,21,3,"L3",1,7827,104,2290,2290,4290
480,20479,360,362,3,3,2,"L2",2,939,191,1800,1800,2150
480,20479,1,190,1,27,3,"L14",1,7261,9,2150,2160,4300
480,64937,399,379,21,26,1,"L21",2,10239,79,2400,2750,4300
480,77992,158,54,23,21,2,"L13",1,1622,260,2400,2400,2960
480,77992,44,379,21,26,3,"L21",2,6167,128,2960,3130,4300
480,17555,2,18,7,6,1,"L4",1,2149,353,3600,3670,4300
480,36902,366,330,8,26,1,"L20",1,15215,367,0,390,4310
480,37008,370,330,8,26,1,"L20",1,13049,108,600,990,4310
480,8685,376,330,1,26,1,"L20",1,8980,106,600,2060,4310
480,8576,376,330,1,26,1,"L20",1,8980,106,1200,2060,4310
480,41355,1338,66,9,7,2,"L4",2,5471,70,1200,1250,2870
480,41355,180,406,7,27,3,"L27",1,4865,223,2870,3280,4310
480,27554,1702,1680,8,2,1,"L9",2,6229,131,1800,1820,4310
480,47891,984,381,11,4,1,"L6",2,9355,79,0,1560,4320
480,47894,988,381,6,4,1,"L6",2,5238,531,1800,2340,4320
480,9568,357,1,2,1,2,"L2",2,2545,170,0,1120,2880
480,9568,32,381,7,4,3,"L6",2,1756,79,2880,3840,4320
480,97180,1671,1,27,1,2,"L66",2,7395,170,1200,1320,3790
480,97180,32,381,7,4,3,"L6",2,1756,79,3790,3840,4320
480,96280,326,393,26,27,1,"L21",1,5593,583,3000,3230,4330
480,75917,769,63,23,12,2,"L27",2,6233,129,1200,1340,2830
480,75917,991,951,11,11,3,"L30",2,5249,483,2830,3970,4330
480,81591,158,63,23,12,2,"L13",1,8954,373,600,890,3220
480,81591,991,951,11,11,3,"L30",2,5249,461,3220,3970,4330
480,17120,356,362,2,3,2,"L2",2,2100,93,600,890,2150
480,17120,2,406,7,27,3,"L5",1,6599,93,2150,2310,4350
480,49121,221,17,11,6,2,"L15",2,6062,40,1200,1760,3330
480,49121,619,265,6,16,3,"L262",1,4921,34,3330,3470,4360
480,37906,1340,1,9,1,1,"L4",2,6083,0,1800,2360,4370
480,83594,158,54,23,21,2,"L13",1,1622,361,600,890,1580
480,83594,44,308,21,26,3,"L21",2,9171,117,1580,2290,4380
480,83575,1666,209,24,27,2,"L66",2,2194,167,600,780,1620
480,83575,402,308,27,26,3,"L21",2,7347,55,1620,2830,4380
480,95584,303,308,26,26,1,"L21",2,2056,226,3600,3860,4380
480,60736,1653,988,21,6,1,"L6",2,7087,65,1800,2720,4380
480,53560,290,293,16,16,1,"L262",2,3094,0,3600,3930,4390
480,70740,254,991,22,11,2,"L30",1,8358,190,0,0,1190
480,70740,35,93,7,26,3,"L18",2,6934,217,1190,2680,4400
480,4996,1,956,1,21,1,"L3",1,10288,340,600,1620,4400
480,26271,18,956,6,21,1,"L3",1,8484,141,1800,2290,4400
480,69126,50,1331,22,5,1,"L9",1,12126,263,0,0,4400
480,48688,951,37,11,12,2,"L30",1,5039,340,0,940,1490
480,48688,62,1331,12,5,3,"L9",1,5853,152,1490,2290,4400
480,41015,176,321,9,10,2,"L18",2,2587,184,600,1250,2050
480,41015,260,273,6,16,3,"L17",1,19739,205,2050,2100,4410
480,51226,83,382,13,4,1,"L20",2,3463,253,3600,3630,4410
480,26288,35,407,7,27,1,"L27",1,3876,475,3600,3620,4410
480,90873,76,391,26,8,1,"L20",2,14183,16,0,1020,4420
480,20851,381,391,4,8,1,"L20",2,6924,79,1200,2750,4420
480,20815,381,391,4,8,1,"L20",2,6924,79,600,2750,4420
480,29524,387,391,8,8,1,"L20",2,2924,0,3600,3760,4420
480,9471,345,351,2,16,2,"L2",1,2364,125,1200,1470,2830
480,9471,293,295,16,2,3,"L17",2,1783,218,2830,4000,4430
480,9481,346,351,2,16,2,"L2",1,2010,148,0,2450,2830
480,9481,293,295,16,2,3,"L17",2,1783,220,2830,4000,4430
480,9500,346,351,2,16,2,"L2",1,2010,125,600,2450,2830
480,9500,293,295,16,2,3,"L17",2,1783,218,2830,4000,4430
480,38565,110,1691,18,2,2,"L7",2,7033,264,1200,1200,4120
480,38565,294,295,16,2,3,"L17",2,1280,245,4120,4190,4430
480,96314,92,394,26,27,1,"L21",1,6908,0,2400,2960,4430
480,51908,39,1665,12,24,1,"L66",1,4983,0,2400,2600,4430
480,64391,53,59,23,27,2,"L10",2,6713,372,1200,1490,2400
480,64391,40,1665,27,24,3,"L66",1,4267,48,2400,2830,4430
480,3660,1,239,1,19,1,"L16",1,12503,45,600,900,4440
480,38937,1340,1,9,1,2,"L4",2,6083,0,0,480,2580
480,38937,1,344,1,2,3,"L2",1,2359,0,2580,2930,4440
480,93779,327,56,26,21,1,"L21",1,10625,49,1800,2360,4440
480,93258,330,56,26,21,1,"L21",1,9731,92,1800,2660,4440
480,45062,114,17,10,6,2,"L12",1,5937,52,1800,2210,3480
480,45062,619,313,6,10,3,"L36",1,1517,34,3480,4050,4440
480,38898,110,1692,18,2,1,"L7",2,7716,230,1200,1200,4450
480,38863,177,1692,9,2,1,"L7",2,5379,208,1800,2250,4450
480,44248,318,1692,10,2,1,"L7",2,4559,548,600,2560,4450
480,38646,1339,1343,9,5,2,"L4",2,1608,0,0,340,900
480,38646,1330,1692,5,2,3,"L7",2,3066,139,900,3160,4450
480,38842,1339,1343,9,5,2,"L4",2,1608,0,600,1250,1810
480,38842,1330,1692,5,2,3,"L7",2,3066,380,1810,3160,4450
480,38827,1331,1692,5,2,1,"L7",2,2741,568,3000,3460,4450
480,598,1678,180,1,7,1,"L9",2,7082,294,1800,1970,4450
480,6418,1,186,1,23,1,"L5",1,9811,368,600,1080,4460
480,48933,990,951,11,11,1,"L30",1,5249,552,4200,4220,4470
480,48970,989,951,11,11,1,"L30",1,5631,354,4200,4220,4470
480,4359,1,44,1,21,1,"L10",1,10638,390,1800,1800,4480
480,4037,1,44,1,21,1,"L10",1,10638,725,1800,1800,4480
480,45340,25,29,10,6,2,"L1",2,2830,249,1200,1460,2290
480,45340,34,44,7,21,3,"L10",1,7800,579,2290,2720,4480
480,49422,257,991,11,11,2,"L30",1,7031,469,1200,2150,2880
480,49422,36,44,12,21,3,"L10",1,6950,515,2880,3070,4480
480,63867,41,44,21,21,1,"L10",1,4082,385,3600,3990,4480
480,36176,369,92,8,26,2,"L20",1,11312,0,600,840,3550
480,36176,93,101,26,25,3,"L11",2,3008,0,3550,3560,4480
480,22638,375,92,4,26,2,"L20",1,7312,0,1800,1870,3550
480,22638,93,101,26,25,3,"L11",2,3008,0,3550,3560,4480
480,25100,19,21,6,10,1,"L12",2,1197,241,4200,4210,4480
480,36488,368,331,8,25,1,"L20",1,14385,222,0,690,4480
480,95211,330,331,26,25,1,"L20",1,732,739,3600,4310,4480
480,95205,330,331,26,25,1,"L20",1,732,730,4200,4310,4480
480,70652,50,1654,22,21,2,"L9",1,2239,267,1200,1500,2450
480,70652,44,303,21,26,3,"L21",2,7409,246,2450,3130,4480
480,65619,44,303,21,26,1,"L21",2,7409,578,3000,3130,4480
480,99610,403,303,27,26,1,"L21",2,4828,562,3600,3750,4480
480,66016,399,76,21,26,1,"L21",2,13498,50,1800,1800,4480
480,65932,42,76,21,26,1,"L21",2,12799,71,600,2000,4480
480,83619,158,54,23,21,2,"L13",1,1622,361,0,890,1580
480,83619,44,76,21,26,3,"L21",2,9426,167,1580,2290,4480
480,99650,401,76,27,26,1,"L21",2,8275,229,1800,2660,4480
480,95990,302,76,25,26,1,"L21",2,3259,628,3600,3860,4480
480,38380,1340,1,9,1,1,"L4",2,6083,45,2400,2500,4480
480,38127,1339,1,9,1,1,"L4",2,6423,45,2400,2500,4480
480,23086,1343,1,5,1,1,"L4",2,5204,45,3000,3050,4480
480,67925,252,1,22,1,2,"L16",2,7435,0,600,1700,4180
480,67925,215,3,1,7,3,"L15",1,1852,394,4180,4210,4490
480,47609,255,1,11,1,2,"L16",2,6016,71,0,2260,4180
480,47609,215,3,1,7,3,"L15",1,1852,394,4180,4210,4490
480,20571,375,2,4,7,1,"L6",1,1829,256,3600,3650,4490
480,17551,3,20,7,6,1,"L15",1,5551,626,3000,3100,4510
480,60352,1656,382,21,4,1,"L6",2,11211,0,0,1060,4510
480,24877,29,382,6,4,1,"L6",2,5129,100,2400,2720,4510
480,2137,1,1333,1,9,1,"L4",1,5509,340,2400,2650,4520
480,61990,57,66,21,7,2,"L10",2,6346,70,0,1220,2960
480,61990,18,1333,6,9,3,"L4",1,3705,70,2960,3260,4520
480,11343,352,362,16,3,2,"L2",2,3227,234,0,130,2150
480,11343,2,139,7,10,3,"L12",2,6804,26,2150,2860,4530
480,11207,356,362,2,3,2,"L2",2,2100,93,0,890,2150
480,11207,2,139,7,10,3,"L12",2,6804,398,2150,2860,4530
480,46170,320,325,10,26,1,"L18",2,10476,34,1800,1870,4530
480,52806,288,294,16,16,1,"L26",2,15057,660,3600,3710,4540
480,81482,158,63,23,12,2,"L13",1,8954,375,0,890,3220
480,81482,991,990,11,11,3,"L30",2,5593,129,3220,3970,4540
480,93478,326,57,26,21,1,"L21",1,11618,0,1200,2230,4550
480,93109,326,57,26,21,1,"L21",1,11618,283,1200,2230,4550
480,93197,330,57,26,21,1,"L21",1,10430,0,1800,2660,4550
480,93428,330,57,26,21,1,"L21",1,10430,92,1200,2660,4550
480,93442,330,57,26,21,1,"L21",1,10430,96,1200,2660,4550
480,86796,70,72,25,26,2,"L11",1,932,46,1800,1990,2250
480,86796,330,57,26,21,3,"L21",1,10430,329,2250,2660,4550
480,83916,394,57,27,21,1,"L21",1,6025,697,2400,3650,4550
480,44547,14,31,10,7,1,"L12",1,3162,0,3600,3620,4560
480,78991,1668,1,24,1,1,"L66",2,9710,340,600,1120,4560
480,96404,211,1,27,1,1,"L66",2,7879,26,1800,1880,4560
480,28584,1702,389,8,8,2,"L9",2,2095,24,1800,1820,2370
480,28584,367,374,8,4,3,"L6",1,5193,59,2370,2790,4570
480,65538,44,304,21,26,1,"L21",2,7916,385,2400,3130,4580
480,65605,399,77,21,26,1,"L21",2,13860,303,600,1800,4580
480,36964,369,377,8,26,1,"L20",1,13921,0,600,840,4590
480,95871,326,377,26,26,1,"L20",1,2034,43,3600,3880,4590
480,88034,67,72,25,26,2,"L11",1,1894,77,1800,3120,3910
480,88034,330,377,26,26,3,"L20",1,846,46,3910,4310,4590
480,60769,982,988,21,6,1,"L3",2,5852,76,1200,3320,4590
480,5270,1,465,1,22,1,"L3",1,10725,0,1200,1620,4600
480,5656,1,465,1,22,1,"L3",1,10725,603,1200,1620,4600
480,22670,375,92,4,26,2,"L20",1,7312,79,1200,1870,3550
480,22670,93,102,26,25,3,"L11",2,3008,31,3550,3560,4610
480,93086,306,81,26,20,1,"L18",1,4842,0,3600,3660,4610
480,28623,1674,1682,8,5,1,"L7",1,6950,59,1200,1930,4610
480,98124,211,63,27,12,1,"L14",2,4173,284,3000,3470,4620
480,64100,44,47,21,23,2,"L10",1,3573,306,1800,3620,4160
480,64100,767,769,23,23,3,"L5",2,836,184,4160,4300,4620
480,81554,1669,66,24,7,2,"L66",2,8164,70,1200,1280,3870
480,81554,180,222,7,11,3,"L23",1,2715,336,3870,3950,4630
480,45373,25,29,10,6,2,"L1",2,2830,194,600,1460,2290
480,45373,34,45,7,23,3,"L10",1,9427,337,2290,2720,4650
480,38357,1179,619,18,6,2,"L36",2,6878,363,0,2280,3940
480,38357,66,1,7,1,3,"L16",2,2076,506,3940,4080,4650
480,54677,289,297,16,6,2,"L17",2,15927,132,600,1540,3200
480,54677,311,1334,6,9,3,"L4",1,3376,70,3200,3490,4650
480,92027,306,313,26,10,2,"L18",1,10807,0,600,920,3660
480,92027,313,1334,10,9,3,"L4",1,2610,0,3660,3770,4650
480,82816,410,187,24,23,1,"L5",1,2078,422,3600,3660,4650
480,82996,411,187,24,23,1,"L5",1,1536,245,3600,3840,4650
480,77068,183,187,23,23,1,"L5",1,1136,600,4200,4220,4650
480,84092,299,79,25,20,2,"L18",1,5531,0,600,940,2560
480,84092,79,2,20,7,3,"L12",2,6742,301,2560,2620,4660
480,20187,3,18,7,6,2,"L17",1,2030,459,0,130,420
480,20187,180,326,7,26,3,"L18",2,8935,119,420,2290,4670
480,7867,376,378,1,25,1,"L20",1,9394,151,1200,2060,4670
480,95389,328,378,26,25,1,"L20",1,1601,55,4200,4210,4670
480,87833,69,72,25,26,2,"L11",1,1280,46,3600,3790,4160
480,87833,330,378,26,25,3,"L20",1,846,46,4160,4310,4670
480,55759,249,1,19,1,2,"L16",2,8892,170,600,1130,4180
480,55759,506,381,1,4,3,"L25",1,1062,249,4180,4520,4670
480,68174,251,1,22,1,2,"L16",2,8062,170,600,1520,4180
480,68174,506,381,1,4,3,"L25",1,1062,249,4180,4520,4670
480,84802,70,2,25,7,2,"L11",1,9778,106,0,350,2940
480,84802,338,345,3,2,3,"L2",1,2312,106,2940,3230,4680
480,2436,506,89,1,20,2,"L33",1,4979,105,1200,1800,2620
480,2436,80,312,20,10,3,"L18",1,8140,161,2620,2680,4690
480,48816,990,36,11,12,2,"L30",1,6410,379,2400,2420,2970
480,48816,310,312,7,10,3,"L18",1,3181,159,2970,3830,4690
480,52946,288,293,16,16,2,"L17",2,14371,148,1200,1340,2410
480,52946,351,358,16,3,3,"L2",2,2129,148,2410,2900,4690
480,28501,369,375,8,4,1,"L20",1,4527,79,3600,3690,4690
480,92930,72,18,26,6,2,"L11",1,10257,115,600,620,3430
480,92930,619,267,6,16,3,"L262",1,16131,100,3430,3470,4690
480,98969,395,396,27,27,1,"L21",1,1273,793,4200,4550,4700
480,12337,261,267,2,16,1,"L26",1,14854,13,2400,3640,4730
480,12367,345,351,2,16,2,"L2",1,2364,143,1200,1470,2830
480,12367,262,267,16,16,3,"L26",1,14138,143,2830,3900,4730
480,12350,347,351,2,16,2,"L2",1,1175,143,1200,2080,2830
480,12350,262,267,16,16,3,"L26",1,14138,143,2830,3900,4730
480,93342,326,398,26,21,1,"L21",1,11618,389,1800,2230,4740
480,93532,327,398,26,21,1,"L21",1,11324,49,1200,2360,4740
480,87027,69,72,25,26,2,"L11",1,1280,46,1200,1280,1630
480,87027,330,398,26,21,3,"L21",1,10430,403,1630,2660,4740
480,86627,298,302,25,25,2,"L18",1,2279,5,600,840,1350
480,86627,331,398,25,21,3,"L21",1,9998,5,1350,2850,4740
480,86655,298,302,25,25,2,"L18",1,2279,5,1200,1680,2220
480,86655,331,398,25,21,3,"L21",1,9998,5,2220,2850,4740
480,98588,394,398,27,21,1,"L21",1,6025,496,3600,3650,4740
480,98450,393,398,27,21,1,"L21",1,6412,0,3600,3650,4740
480,98400,189,195,27,27,2,"L14",1,2414,239,0,1800,2550
480,98400,395,398,27,21,3,"L21",1,5611,344,2550,3650,4740
480,98722,395,398,27,21,1,"L21",1,5611,557,3000,3850,4740
480,81973,396,398,27,21,1,"L21",1,4942,430,3600,4030,4740
480,63789,55,398,21,21,1,"L21",1,3993,357,4200,4280,4740
480,81933,1667,1672,24,27,2,"L66",2,3464,187,1200,1780,3090
480,81933,57,398,21,21,3,"L21",1,699,187,3090,4550,4740
480,81979,1669,1672,24,27,2,"L66",2,2853,187,1800,2090,3090
480,81979,57,398,21,21,3,"L21",1,699,516,3090,4550,4740
480,26986,369,1677,8,1,1,"L7",1,4470,8,2400,3230,4740
480,27287,390,1677,8,1,1,"L7",1,2832,14,3000,3850,4740
480,17515,2,948,7,6,1,"L3",1,4154,261,3000,3400,4750
480,92627,73,2,26,7,2,"L11",1,8846,0,600,800,2940
480,92627,2,948,7,6,3,"L3",1,4154,331,2940,3400,4750
480,69397,252,28,22,6,2,"L16",2,4004,42,1800,1820,3040
480,69397,6,8,6,10,3,"L1",1,1413,58,3040,4310,4760
480,48864,257,989,11,11,2,"L30",1,1385,500,3600,3950,4140
480,48864,7,8,6,10,3,"L1",1,963,177,4140,4540,4760
480,24273,319,180,10,7,2,"L18",2,2978,150,2400,2590,3120
480,24273,180,410,7,24,3,"L27",1,6526,126,3120,3280,4760
480,48731,985,66,11,7,2,"L6",2,6685,70,0,1710,3220
480,48731,18,1335,6,9,3,"L4",1,4382,70,3220,3260,4760
480,23772,1331,1335,5,9,1,"L4",1,1570,319,3600,4290,4760
480,78792,54,57,21,21,1,"L10",2,3835,525,3600,4240,4770
480,77097,768,158,23,23,1,"L27",2,1045,399,4200,4450,4770
480,6479,1,741,1,23,1,"L5",1,10693,0,1200,1230,4770
480,6289,1,741,1,23,1,"L5",1,10693,0,1200,1230,4770
480,77046,186,741,23,23,1,"L5",1,1246,396,4200,4460,4770
480,58438,1655,32,21,7,1,"L6",2,10687,304,1200,1910,4770
480,57245,1655,32,21,7,1,"L6",2,10687,482,1800,1910,4770
480,57751,1657,32,21,7,1,"L6",2,9718,482,1800,2320,4770
