id,startstop,ligne,endstop,dir,ridedist
3772,1658,TX5,66,2,4700
3773,212,L14,66,2,5500
3774,406,L27,741,1,3575
3775,406,L5,741,1,3575
3776,72,L11,18,1,10275
3777,79,L12,18,2,7875
3778,1658,TX8,210,1,1550
3779,210,L14,66,2,6025
3780,1658,TX8,214,2,475
3781,1658,TX8,2,2,6250
3782,2,L1,18,1,7624
3783,1658,TX8,82,2,3850
3784,82,L11,18,1,4949
3785,82,L12,18,2,4925
3786,1658,TX8,1,2,6500
3787,1658,TX8,215,2,6525
3788,82,L18,18,1,4224
3789,1658,TX8,46,2,6500
3790,1658,TX8,32,2,6225
3791,32,TX1,66,2,1399
3792,35,L10,46,1,5399
3793,44,L10,46,1,825
3794,330,L21,56,1,6924
3795,43,L13,45,2,950
3796,2,L6,1651,1,8424
3797,1703,L9,1649,2,17074
3798,369,L6,1649,1,13299
3799,207,L14,212,2,1349
3800,393,L21,395,1,725
3801,209,L66,1671,2,1100
3802,393,L21,396,1,1450
3803,461,L22,463,2,750
3804,461,L27,463,2,750
3805,461,L43,463,2,725
3806,461,L5,463,2,750
3807,393,L21,57,1,3300
3808,57,TX5,1659,1,75
3809,395,TX5,1659,2,1250
3810,57,TX8,1659,1,75
3811,395,TX8,1659,2,1250
3812,393,TX11,210,1,974
3813,210,L66,1671,2,850
3814,393,TX11,396,1,1149
3815,210,TX5,1659,2,1250
3816,210,TX8,1659,2,1250
3817,254,L16,29,2,3275
3818,64,L9,367,1,10649
3819,380,L20,389,2,5825
3820,988,L6,389,2,10099
3821,24,BRT2,16,1,7825
3822,18,TX4,1696,1,6424
3823,32,TX10,1696,1,5450
3824,254,L23,29,2,3274
3825,180,TX4,1696,1,6424
3826,63,L9,367,1,11124
3827,1656,L9,367,1,14999
3828,156,L27,463,2,2400
3829,156,L5,463,2,2400
3830,156,L13,59,1,3350
3831,40,L66,1659,1,875
3832,40,L22,407,1,775
3833,40,L27,407,1,775
3834,40,L43,407,1,750
3835,40,L5,407,1,750
3836,156,L13,60,1,4125
3837,8,BRT1,3,1,1025
3838,156,L13,57,1,2675
3839,397,TX5,1659,2,750
3840,397,TX8,1659,2,750
3841,91,L11,95,2,1400
3842,91,TX15,95,1,1400
3843,91,TX11,95,1,1400
3844,91,L18,330,2,2399
3845,72,L11,74,1,500
3846,91,L20,330,1,2424
3847,91,L21,330,1,2424
3848,70,L11,83,1,6850
3849,303,L18,309,1,7075
3850,303,L20,83,2,6725
3851,79,L12,83,2,3825
3852,70,TX15,131,1,2174
3853,131,L12,83,2,7274
3854,331,L21,394,1,3974
3855,302,TX11,207,1,3775
3856,302,L18,64,1,9075
3857,35,L14,196,1,5424
3858,1,L14,196,1,8875
3859,987,L6,32,2,4074
3860,949,L3,956,1,3075
3861,949,L6,1651,1,4049
3862,53,L10,32,2,8249
3863,949,L6,188,1,4574
3864,767,L5,32,2,9825
3865,990,L30,36,1,818
3866,990,L30,224,2,1349
3867,257,L16,32,2,4649
3868,1668,L66,65,2,6700
3869,29,L6,388,2,8399
3870,1668,L66,1672,2,2900
3871,58,L9,368,1,14674
3872,1668,L66,66,2,7650
3873,1668,L66,32,2,9050
3874,32,TX10,388,1,4525
3875,1677,L9,322,2,5925
3876,364,L20,326,1,14924
3877,363,L20,326,1,15099
3878,321,L18,326,2,9474
3879,1677,TX4,17,2,3749
3880,17,L12,120,1,9474
3881,1677,TX7,17,2,3650
3882,177,L18,326,2,11624
3883,341,L2,350,1,3250
3884,359,L2,361,2,700
3885,3,L17,262,1,3274
3886,501,L3,32,2,9724
3887,367,L6,1648,1,14199
3888,389,L9,1648,2,15424
3889,1649,L6,1651,1,574
3890,1649,L6,188,1,1099
3891,1649,L9,1651,2,599
3892,1649,L9,188,2,1124
3893,1654,L9,58,1,1849
3894,1654,L9,59,1,2200
3895,1654,L9,364,1,14099
3896,18,TX1,1,1,1724
3897,58,TX8,1,2,6400
3898,1654,L9,366,1,15399
3899,366,TX10,1,2,5525
3900,44,L13,181,2,875
3901,44,L13,182,2,1275
3902,460,L5,1,2,8475
3903,410,TX8,1,2,7525
3904,77,TX6,1,2,5400
3905,401,TX8,1,2,7700
3906,369,L6,188,1,14399
3907,1703,L9,188,2,18199
3908,1703,L9,322,2,10099
3909,229,L16,231,1,875
3910,1696,TX4,261,2,5325
3911,1696,TX13,261,1,4925
3912,1675,L7,1681,1,4600
3913,860,L28,861,2,624
3914,294,L17,295,2,725
3915,294,L26,295,2,724
3916,294,L261,295,2,699
3917,294,L262,295,2,700
3918,1691,TX9,261,2,349
3919,1675,L7,1676,1,1724
3920,1676,TX7,261,2,3500
3921,18,TX9,261,1,1125
3922,18,TX7,261,1,1149
3923,389,L20,363,2,1700
3924,363,TX7,261,2,3400
3925,389,L6,363,2,1700
3926,260,L17,261,1,625
3927,260,L26,261,1,650
3928,260,L261,261,1,650
3929,260,L262,261,1,650
3930,389,L9,1681,2,4549
3931,312,TX9,261,1,700
3932,312,TX7,261,1,724
3933,389,L9,1676,2,1674
3934,16,BRT2,18,1,1725
3935,18,TX7,261,2,3425
3936,180,TX9,261,1,1125
3937,180,TX7,261,1,1149
3938,1696,TX12,363,2,1574
3939,1696,TX10,2,2,5400
3940,18,TX4,863,1,5174
3941,180,TX4,863,1,5174
3942,34,L14,193,1,5000
3943,34,L66,193,1,5175
3944,29,TX5,210,1,5174
3945,32,TX8,210,1,7800
3946,504,L3,29,2,5124
3947,504,L3,983,2,1674
3948,504,L3,987,2,3824
3949,991,TX5,210,1,4649
3950,36,L14,193,1,4149
3951,36,L66,193,1,4324
3952,254,L30,991,1,3093
3953,37,TX8,210,1,3649
3954,367,L6,5,1,9599
3955,389,L9,35,2,10624
3956,1675,L7,163,1,8875
3957,178,L13,35,2,5099
3958,319,L18,35,2,3074
3959,367,L20,86,1,7750
3960,83,L18,64,1,1974
3961,1,L16,5,1,3175
3962,1,L3,5,1,3175
3963,180,L18,35,2,1374
3964,18,L1,29,2,5525
3965,180,L23,5,1,1075
3966,37,BRT2,9372,2,6900
3967,4,TX5,64,1,874
3968,1675,TX4,18,2,6499
3969,18,L10,35,1,1675
3970,17,L13,35,2,1574
3971,18,L14,35,1,1675
3972,1675,TX4,321,2,6225
3973,321,L18,35,2,2124
3974,18,L5,35,1,1675
3975,18,L66,35,1,1675
3976,18,L16,5,1,1400
3977,18,L3,5,1,1400
3978,1675,TX4,296,2,6025
3979,296,TX5,64,1,1649
3980,1675,TX14,81,2,7725
3981,81,L18,64,1,4950
3982,177,L13,35,2,5750
3983,177,L18,35,2,4274
3984,1675,TX10,1,2,5425
3985,345,TX4,17,2,2399
3986,345,TX4,180,2,2399
3987,345,TX4,296,2,1924
3988,345,TX7,17,2,2300
3989,345,TX7,180,2,2300
3990,345,TX7,296,2,1850
3991,345,TX13,164,1,3125
3992,1703,L9,1342,2,7874
3993,18,L3,964,1,13000
3994,1677,TX4,180,2,3749
3995,1677,TX7,18,2,3650
3996,1677,TX7,180,2,3650
3997,64,L13,164,1,5875
3998,64,L18,164,1,4449
3999,52,L13,164,1,13150
4000,58,L13,164,1,9250
4001,1656,L9,64,1,4350
4002,310,L18,164,1,4874
4003,1656,L9,1328,1,7424
4004,1345,L7,164,1,1525
4005,1656,L9,1330,1,8249
4006,1343,TX13,164,1,1000
4007,347,TX4,311,2,2774
4008,347,TX4,2071,2,2774
4009,347,TX4,260,2,2400
4010,260,TX2,1345,1,850
4011,260,TX3,1345,1,875
4012,347,TX7,311,2,2700
4013,347,TX7,2071,2,2675
4014,347,TX7,260,2,2325
4015,347,TX13,164,1,3625
4016,347,TX13,1342,1,2600
4017,177,L18,319,2,1199
4018,162,L36,319,2,999
4019,164,TX2,1345,2,1099
4020,164,TX3,1345,2,1424
4021,306,L18,77,1,1174
4022,306,L20,77,2,1149
4023,306,L21,77,2,1174
4024,330,TX11,118,2,1574
4025,1687,L7,364,2,12574
4026,364,L6,1647,1,15424
4027,1687,L7,1328,2,6799
4028,1345,L9,1647,2,7224
4029,1574,L44,17,2,4299
4030,66,L6,385,2,6124
4031,1574,L441,17,2,4299
4032,219,L15,215,2,6800
4033,380,L20,385,2,3924
4034,32,TX10,385,1,4150
4035,172,L7,1697,2,13325
4036,1679,L9,38,2,8675
4037,347,TX4,18,2,2899
4038,347,TX4,17,2,2899
4039,347,TX4,180,2,2899
4040,347,TX4,296,2,2425
4041,296,TX5,61,1,3299
4042,347,TX7,18,2,2800
4043,347,TX7,17,2,2800
4044,347,TX7,180,2,2800
4045,347,TX7,296,2,2350
4046,1669,L66,65,2,6450
4047,5,L23,468,1,5249
4048,5,L3,468,1,6425
4049,59,L9,364,1,11899
4050,59,L9,18,1,4425
4051,59,L9,365,1,12474
4052,59,L9,1330,1,6924
4053,1343,TX13,863,2,4975
4054,40,TX5,180,2,4200
4055,1681,L9,48,2,12775
4056,180,L13,48,2,9174
4057,180,L9,48,2,8050
4058,321,L9,48,2,8825
4059,261,TX4,363,1,3374
4060,261,TX7,363,1,3499
4061,261,TX13,363,2,3050
4062,57,L13,163,1,9250
4063,57,L13,164,1,9575
4064,407,TX5,180,2,4950
4065,407,TX8,2,2,6600
4066,363,L20,325,1,14749
4067,863,TX4,365,1,150
4068,365,L20,325,1,13999
4069,863,TX4,321,2,5025
4070,321,L18,325,2,9124
4071,863,TX4,364,2,449
4072,364,L20,325,1,14574
4073,863,TX4,18,2,5299
4074,863,TX4,17,2,5299
4075,17,L12,118,1,8874
4076,863,TX12,365,1,149
4077,863,TX12,363,2,325
4078,863,TX13,164,1,6025
4079,177,L18,325,2,11274
4080,863,TX13,364,1,450
4081,863,TX13,365,2,150
4082,376,L6,1650,1,9124
4083,388,L9,1650,2,17074
4084,34,L9,1650,2,6000
4085,1680,L9,1650,2,11800
4086,52,L6,1653,2,799
4087,52,L9,1653,1,799
4088,52,L10,53,2,724
4089,506,TX8,37,1,4300
4090,37,L9,1650,2,4375
4091,506,TX10,388,1,4450
4092,86,L18,335,2,8374
4093,380,TX6,88,1,4125
4094,380,TX8,324,1,1625
4095,324,L18,335,2,8774
4096,305,L20,382,2,8975
4097,29,L6,382,2,4474
4098,77,TX14,374,1,4599
4099,77,TX6,374,2,4300
4100,1657,L6,382,2,7949
4101,32,L6,382,2,1750
4102,14,BRT2,2301,1,1900
4103,92,TX14,374,1,4599
4104,2,TX6,374,1,1000
4105,92,TX6,374,2,4300
4106,2,TX10,374,1,1150
4107,2,L5,186,1,9375
4108,2,L10,47,1,9125
4109,1674,L7,163,1,9499
4110,19,L13,163,1,3350
4111,8821,TX2,163,1,575
4112,18,L13,163,1,4150
4113,18,TX2,163,1,2275
4114,180,TX2,163,1,2250
4115,1697,TX14,81,2,7100
4116,81,L18,163,1,9074
4117,408,L22,410,1,774
4118,396,TX11,76,2,5975
4119,408,L27,410,1,774
4120,408,L43,410,1,774
4121,408,L5,410,1,774
4122,462,L22,63,2,3575
4123,462,L22,180,2,5749
4124,462,L27,63,2,3550
4125,462,L27,180,2,5750
4126,462,L43,63,2,3550
4127,462,L43,18,2,5399
4128,462,L5,63,2,3549
4129,462,L5,1,2,7700
4130,462,L5,66,2,5424
4131,35,L18,93,2,6799
4132,462,TX5,460,1,375
4133,462,TX5,323,2,3775
4134,462,TX5,66,2,5375
4135,462,TX5,4,2,4900
4136,9371,BRT4,6991,1,7024
4137,462,TX8,460,1,375
4138,462,TX8,87,2,4525
4139,87,L18,93,2,4049
4140,87,L20,93,1,4024
4141,87,L11,94,2,3975
4142,87,L12,91,1,3399
4143,462,TX8,506,2,7050
4144,462,TX8,14,2,7175
4145,14,BRT4,6991,1,5974
4146,1694,L7,366,2,2749
4147,1694,L9,366,1,2749
4148,1678,L7,1680,1,1024
4149,1678,L7,1342,1,3224
4150,1678,L9,321,2,5200
4151,1678,L9,1680,2,1024
4152,1678,L9,1342,2,3224
4153,1678,L9,37,2,8449
4154,1694,TX4,39,1,1249
4155,1694,TX4,366,1,2750
4156,1694,TX4,353,2,1100
4157,1694,TX7,39,1,1299
4158,1694,TX7,353,2,1099
4159,1694,TX13,353,1,1100
4160,1694,TX13,1342,1,3075
4161,1694,TX13,39,2,1274
4162,1694,TX13,366,2,2725
4163,18,L17,271,1,10225
4164,1659,TX5,66,2,4900
4165,33,L17,271,1,10825
4166,1659,TX8,2,2,6450
4167,2,L17,271,1,11750
4168,981,L3,983,2,650
4169,981,L3,66,2,6074
4170,308,L18,18,1,8550
4171,18,L17,270,1,9075
4172,1703,L9,35,2,11974
4173,369,L20,86,1,6525
4174,83,L18,310,1,1549
4175,369,L6,1651,1,13874
4176,53,L10,64,2,5400
4177,52,L13,64,1,7275
4178,767,L27,64,2,6975
4179,767,L5,64,2,6975
4180,369,L6,33,1,6399
4181,4,TX5,310,1,1049
4182,369,L7,314,1,9099
4183,319,L18,323,2,3474
4184,34,L9,1651,2,6200
4185,159,L13,54,1,1074
4186,52,L6,1652,2,550
4187,52,L9,1652,1,550
4188,376,TX1,180,2,2149
4189,376,TX8,37,1,4275
4190,37,L13,45,2,3799
4191,376,TX8,410,1,7424
4192,37,L9,1651,2,4575
4193,376,TX10,388,1,4350
4194,80,L11,18,1,7500
4195,2,L6,48,1,9449
4196,2,L5,741,1,9975
4197,80,L12,18,2,7475
4198,35,L10,47,1,5924
4199,35,L13,48,2,7799
4200,80,L18,65,1,5875
4201,5,L6,48,1,6524
4202,35,L9,48,2,6700
4203,35,L27,741,1,6750
4204,35,L5,741,1,6775
4205,376,L6,48,1,10349
4206,80,L20,388,2,10200
4207,388,L9,48,2,18274
4208,80,L33,542,2,4050
4209,375,L6,48,1,10849
4210,44,L10,47,1,1350
4211,44,L13,48,2,3225
4212,1646,L6,48,1,2950
4213,90,L21,57,1,10199
4214,41,L9,48,2,3450
4215,90,L21,396,1,8349
4216,102,BRT4,45,2,7325
4217,89,TX14,375,1,3674
4218,89,TX14,388,1,7275
4219,89,TX6,1,2,4750
4220,89,TX6,374,2,3650
4221,374,L6,48,1,11274
4222,52,L10,64,2,6125
4223,18,TX2,177,1,2325
4224,52,L6,388,2,14349
4225,52,L9,64,1,6350
4226,180,TX2,177,1,2300
4227,17,L13,186,2,8224
4228,177,L13,186,2,12399
4229,1678,L9,398,2,11075
4230,363,L20,90,1,13474
4231,376,TX8,409,1,7424
4232,363,L6,188,1,17574
4233,399,L21,401,2,2800
4234,180,L13,181,2,6824
4235,363,L6,33,1,9574
4236,4,TX5,409,1,5274
4237,862,L7,163,1,6900
4238,862,L9,180,2,7349
4239,862,L9,188,2,14924
4240,862,L9,41,2,11949
4241,862,L9,322,2,6824
4242,321,TX5,409,1,6049
4243,862,L9,37,2,9824
4244,37,TX8,409,1,3149
4245,39,BRT2,9372,2,8625
4246,862,TX4,180,2,4599
4247,862,TX4,17,2,4599
4248,862,TX4,296,2,4125
4249,296,TX5,409,1,6049
4250,862,TX7,180,2,4500
4251,862,TX7,18,2,4500
4252,862,TX7,17,2,4500
4253,862,TX7,296,2,4050
4254,948,L6,1650,1,4425
4255,1647,L6,1650,1,1250
4256,1647,L9,1650,2,1250
4257,18,L16,231,1,6550
4258,3,L16,231,1,7650
4259,502,L3,32,2,9474
4260,502,L23,27,2,4299
4261,502,L23,29,2,4899
4262,502,L23,180,2,6524
4263,17,L15,32,2,1925
4264,502,L23,504,2,974
4265,180,TX1,362,1,1675
4266,174,L13,180,2,5825
4267,174,L18,86,2,7674
4268,83,L20,381,2,2400
4269,174,L18,180,2,4349
4270,174,L18,88,2,10624
4271,81,L33,542,2,3600
4272,4232,BRT4,6212,2,3700
4273,88,TX14,381,1,3274
4274,88,TX6,381,2,3650
4275,174,L36,619,2,3374
4276,174,L7,364,2,8750
4277,364,L20,375,1,7049
4278,364,L6,375,1,7049
4279,174,L7,366,2,10050
4280,366,TX14,381,2,4675
4281,366,TX10,381,2,4775
4282,111,L12,85,1,7574
4283,84,L20,381,2,1600
4284,111,L12,88,1,11599
4285,32,TX6,381,1,699
4286,32,TX10,381,1,725
4287,6182,BRT3,45,2,3624
4288,168,TX2,18,2,3224
4289,168,TX2,180,2,3224
4290,17,TX4,294,1,1499
4291,17,TX9,294,1,1550
4292,17,TX7,294,1,1549
4293,322,TX4,294,1,1399
4294,322,TX9,294,1,1475
4295,322,TX7,294,1,1449
4296,52,BRT3,2072,2,8049
4297,260,L17,262,1,1299
4298,52,BRT3,45,2,8724
4299,172,L7,1691,2,8075
4300,52,BRT3,40,2,7049
4301,1328,L9,1691,1,2974
4302,52,BRT3,6452,2,7449
4303,312,TX4,294,1,1074
4304,312,TX9,294,1,1125
4305,312,TX7,294,1,1124
4306,52,BRT3,41,2,6025
4307,164,TX13,294,2,2175
4308,772,TX4,311,2,1024
4309,772,TX9,321,2,874
4310,772,TX9,311,2,1024
4311,772,TX7,321,2,850
4312,772,TX7,311,2,1025
4313,772,TX13,164,1,2275
4314,64,L9,1693,1,7074
4315,1656,L9,1693,1,11424
4316,63,L9,1693,1,7549
4317,68,L11,72,1,1299
4318,68,L11,33,1,10975
4319,68,L11,82,1,6625
4320,68,TX15,305,1,224
4321,28,L6,388,2,8649
4322,28,L1,30,2,1349
4323,9371,BRT2,6981,1,5975
4324,28,L1,32,2,2249
4325,28,L16,66,2,1549
4326,28,L16,32,2,2949
4327,28,L23,180,2,1849
4328,28,L3,1,2,4474
4329,28,L3,66,2,2199
4330,28,L3,32,2,3624
4331,6,L1,18,1,5274
4332,6,L3,953,1,3175
4333,399,L9,368,1,15149
4334,6,L6,1646,1,3149
4335,34,L27,411,1,5674
4336,768,L27,459,2,1375
4337,768,L5,459,2,1399
4338,767,L27,459,2,1650
4339,767,L5,459,2,1674
4340,215,TX1,24,2,1749
4341,37,L27,411,1,4049
4342,215,TX8,2,1,4425
4343,1658,L66,1665,1,3599
4344,460,L22,463,2,1050
4345,1659,L66,1665,1,3199
4346,460,L27,463,2,1050
4347,460,L43,463,2,1050
4348,460,L5,463,2,1075
4349,400,L21,402,2,1324
4350,194,L66,1665,1,1999
4351,397,L21,57,1,1250
4352,54,L10,58,2,1449
4353,5,L23,467,1,5074
4354,5,L3,467,1,6275
4355,18,L9,1693,1,5675
4356,77,L18,314,1,9725
4357,1328,L7,1693,2,4000
4358,77,L18,164,1,11000
4359,1,L2,347,1,3550
4360,1674,L7,1679,1,4224
4361,388,L9,1679,2,4499
4362,77,L20,389,2,12300
4363,389,TX4,347,2,3599
4364,77,L20,363,2,14000
4365,363,TX7,347,2,1724
4366,389,TX13,347,1,3600
4367,1659,L66,194,1,1199
4368,5,L3,953,1,3575
4369,1671,L66,59,2,899
4370,463,L22,59,2,699
4371,463,L27,59,2,699
4372,463,L43,59,2,724
4373,463,L5,59,2,699
4374,396,L21,398,1,2525
4375,52,L9,399,1,2499
4376,212,L14,65,2,4550
4377,28,BRT1,48,2,1025
4378,39,L9,398,2,1574
4379,1659,TX5,396,1,1049
4380,1659,TX5,991,2,3275
4381,1659,TX5,57,2,75
4382,1659,TX5,41,2,325
4383,1659,TX8,396,1,1049
4384,1659,TX8,57,2,75
4385,1659,TX8,41,2,325
4386,1,L3,955,1,7375
4387,1655,L9,1692,1,11299
4388,1655,L6,32,2,7224
4389,1342,L7,1685,1,8074
4390,18,TX4,1679,1,2924
4391,18,TX7,1679,1,3024
4392,66,L12,119,1,8699
4393,506,L33,119,1,6125
4394,57,L10,63,2,3225
4395,323,L18,326,2,6949
4396,376,L20,326,1,7374
4397,24,BRT4,11,1,8475
4398,57,L13,63,1,3225
4399,58,L9,63,1,2900
4400,17,L12,119,1,9199
4401,464,L22,63,2,2825
4402,464,L27,63,2,2800
4403,464,L43,63,2,2825
4404,464,L5,63,2,2825
4405,1672,L66,63,2,2850
4406,35,L18,326,2,7349
4407,42,TX5,66,2,4800
4408,42,TX5,323,2,3200
4409,42,TX5,4,2,4325
4410,9371,BRT4,11,1,7599
4411,42,TX8,87,2,3950
4412,87,L12,119,1,4124
4413,42,TX8,506,2,6475
4414,87,L18,326,2,4599
4415,87,L20,326,1,4599
4416,42,TX8,14,2,6600
4417,14,BRT4,11,1,6549
4418,308,L18,314,1,10325
4419,325,L21,57,1,8924
4420,369,L7,145,1,12249
4421,369,L20,85,1,5449
4422,84,L12,145,2,8224
4423,83,L18,145,1,8299
4424,2,L12,145,2,6499
4425,18,L13,145,1,6350
4426,18,L18,145,1,4924
4427,619,L36,1160,1,3825
4428,24,BRT3,21,1,4049
4429,18,TX2,145,1,3775
4430,1703,L9,321,2,9849
4431,19,L12,145,2,4149
4432,19,L13,145,1,5550
4433,1703,L9,1345,2,8999
4434,314,L18,145,1,3149
4435,314,L36,1160,1,2300
4436,19,L38,1160,1,3799
4437,19,BRT3,21,1,2374
4438,8821,TX2,145,1,2075
4439,1698,TX14,81,2,6850
4440,81,L12,145,2,12000
4441,81,L18,145,1,11274
4442,1698,TX10,2,2,4450
4443,18,L1,27,2,4925
4444,2,L3,948,1,3725
4445,2,L6,948,1,3799
4446,2,L1,7,1,2749
4447,2,L16,6,1,3325
4448,180,L23,6,1,1475
4449,5,L3,948,1,800
4450,5,L6,948,1,874
4451,5,L1,7,1,824
4452,76,L18,310,1,6400
4453,18,L16,6,1,1800
4454,1,L3,948,1,3975
4455,376,L6,948,1,4699
4456,983,L3,988,2,2724
4457,375,L6,948,1,5199
4458,341,L2,346,1,1450
4459,359,L2,32,2,1325
4460,2,TX8,189,1,5750
4461,42,TX8,380,2,6475
4462,57,L13,59,1,675
4463,58,L9,60,1,1125
4464,60,L14,1,2,5949
4465,464,L22,60,2,1025
4466,464,L27,60,2,1025
4467,464,L43,60,2,1025
4468,42,TX5,1671,1,75
4469,42,TX5,29,2,3725
4470,42,TX5,214,2,575
4471,42,TX5,991,2,3175
4472,102,TX11,329,1,1900
4473,12,TX15,329,1,2125
4474,375,TX14,88,2,3250
4475,375,TX14,90,2,4075
4476,375,TX14,12,2,4050
4477,375,TX6,88,1,3600
4478,375,TX6,90,1,4425
4479,375,TX6,102,1,4400
4480,375,TX6,12,1,4400
4481,375,TX6,32,2,674
4482,375,TX10,32,2,725
4483,18,L3,954,1,5225
4484,175,L13,44,2,11425
4485,175,L13,16,2,4875
4486,321,L9,1647,2,6374
4487,175,L7,364,2,8375
4488,175,L7,1328,2,2600
4489,112,L12,16,1,3600
4490,167,TX2,1345,2,1649
4491,83,L18,168,1,7774
4492,84,L12,144,2,7849
4493,18,L13,168,1,5825
4494,18,L18,168,1,4399
4495,81,L18,168,1,10749
4496,81,L12,144,2,11625
4497,3,L12,144,2,5699
4498,54,BRT3,6182,2,3650
4499,65,L13,168,1,6750
4500,65,L18,168,1,5324
4501,1,L1,17,1,7399
4502,311,L36,168,1,2999
4503,1,L1,12,1,5074
4504,1,L1,16,1,6974
4505,16,TX2,168,1,3025
4506,1,L16,239,1,12375
4507,44,BRT3,6182,2,8475
4508,1680,L7,168,1,6200
4509,33,L12,144,2,5174
4510,180,TX2,168,1,3200
4511,380,TX1,619,2,2249
4512,62,L13,168,1,8474
4513,380,TX8,309,1,1600
4514,309,L18,168,1,7424
4515,380,TX10,1674,1,4650
4516,23,L38,1183,1,4825
4517,111,L13,43,2,11274
4518,110,L13,43,2,11674
4519,307,L18,18,1,8850
4520,307,L18,79,1,1649
4521,307,L18,77,1,899
4522,92,TX6,1,2,5400
4523,82,TX8,1,2,2649
4524,307,L21,79,2,1649
4525,307,L21,77,2,899
4526,326,L18,330,2,1200
4527,326,L20,330,1,1225
4528,326,L21,55,1,7699
4529,326,L21,396,1,6724
4530,326,L21,330,1,1224
4531,402,TX8,1,2,7950
4532,120,L12,124,1,2025
4533,120,L12,122,1,949
4534,120,L33,124,1,2024
4535,120,L33,122,1,924
4536,364,L6,18,1,9974
4537,1676,L7,314,1,6200
4538,314,L36,1161,1,3850
4539,1676,L7,145,1,9350
4540,1160,L38,1161,1,1550
4541,1676,L9,1345,2,5974
4542,1676,L9,321,2,6824
4543,19,L38,1161,1,5349
4544,364,TX4,311,2,4725
4545,364,TX4,18,2,4850
4546,364,TX7,311,2,4525
4547,364,TX7,321,2,4350
4548,364,TX13,164,1,5575
4549,178,L36,1161,1,2850
4550,331,L21,398,1,7600
4551,35,L9,398,2,3750
4552,300,L18,65,1,10375
4553,180,L9,398,2,5100
4554,160,L13,59,1,2425
4555,160,L13,18,1,6850
4556,397,TX8,215,2,7475
4557,410,L27,741,1,2050
4558,410,L5,741,1,2075
4559,460,L22,59,2,1750
4560,462,TX8,215,2,7200
4561,460,L27,65,2,5250
4562,460,L27,59,2,1750
4563,460,L27,462,2,750
4564,460,L43,59,2,1775
4565,400,L21,79,2,9000
4566,400,L21,379,2,5425
4567,400,L21,77,2,8250
4568,400,L21,401,2,650
4569,45,L10,48,1,1325
4570,51,L6,32,2,9149
4571,397,L21,398,1,1925
4572,34,L27,410,1,5199
4573,34,L5,410,1,5200
4574,29,TX5,460,1,4674
4575,258,L16,32,2,4350
4576,32,TX8,460,1,7299
4577,36,L13,182,2,5525
4578,258,L30,991,1,1493
4579,991,TX5,460,1,4149
4580,258,L30,37,1,2668
4581,37,TX8,460,1,3149
4582,2,L5,410,1,7900
4583,72,L11,33,1,9675
4584,4,TX5,410,1,5274
4585,72,L11,82,1,5325
4586,82,TX8,410,1,4924
4587,35,L22,410,1,4699
4588,35,L27,410,1,4699
4589,35,L43,410,1,4700
4590,35,L5,410,1,4699
4591,35,L13,182,2,5849
4592,303,L18,310,1,8274
4593,310,TX5,410,1,4224
4594,303,L18,82,1,5875
4595,1,L5,410,1,8150
4596,303,L20,82,2,5850
4597,72,TX11,396,1,4749
4598,408,TX5,410,1,375
4599,72,TX11,402,1,4324
4600,402,TX5,410,2,424
4601,408,TX8,410,1,375
4602,402,TX8,410,2,424
4603,298,L18,77,1,3850
4604,262,L17,265,1,2025
4605,262,L26,265,1,2024
4606,262,L261,265,1,2024
4607,262,L262,265,1,2024
4608,773,L28,775,1,2100
4609,2,L17,265,1,5724
4610,619,L26,265,1,3950
4611,619,L261,265,1,3950
4612,619,L262,265,1,3950
4613,771,L28,775,1,4124
4614,302,L18,307,1,1624
4615,302,L20,307,2,1625
4616,302,L21,307,2,1624
4617,71,L11,75,1,1599
4618,93,L18,326,2,549
4619,93,L20,326,1,575
4620,93,L21,326,1,550
4621,71,L11,77,1,1874
4622,91,L12,120,1,999
4623,91,L33,120,1,999
4624,331,TX11,93,2,1424
4625,331,TX11,91,2,2025
4626,177,L13,180,2,4375
4627,177,L13,17,2,4175
4628,177,L13,16,2,3775
4629,321,TX4,772,1,849
4630,321,TX9,772,1,850
4631,321,TX7,772,1,849
4632,177,L18,321,2,2149
4633,177,L18,180,2,2899
4634,312,TX4,772,1,699
4635,312,TX9,772,1,700
4636,312,TX7,772,1,724
4637,1691,TX4,772,2,874
4638,177,L7,1330,2,2349
4639,1343,TX9,772,2,1599
4640,1691,TX7,772,2,800
4641,1691,TX13,772,1,475
4642,1343,TX13,772,2,1274
4643,162,L36,321,2,1950
4644,162,L36,619,2,2524
4645,41,BRT3,2072,2,2024
4646,41,BRT3,6452,2,1424
4647,177,TX2,260,2,1924
4648,177,TX2,771,2,2324
4649,177,TX2,312,2,1699
4650,177,TX3,260,2,2225
4651,177,TX3,771,2,2625
4652,177,TX3,312,2,2000
4653,255,L16,66,2,3949
4654,18,TX4,1681,1,1924
4655,18,TX9,1681,1,1500
4656,18,TX7,1681,1,2024
4657,180,TX4,1681,1,1924
4658,180,TX9,1681,1,1500
4659,180,TX7,1681,1,2024
4660,287,L17,296,2,6500
4661,287,L17,297,2,6850
4662,287,L26,296,2,6500
4663,287,L26,619,2,7100
4664,287,L261,296,2,6475
4665,287,L261,619,2,7100
4666,287,L262,296,2,6475
4667,287,L262,619,2,7100
4668,856,L28,771,2,7649
4669,374,L20,86,1,2900
4670,374,L6,18,1,3349
