id,startstop,ligne,endstop,dir,ridedist
995,11268,L38,10018,2,4900
996,11268,L38,10017,2,4425
997,6201,BRT3,95,1,7400
998,10245,L16,10259,2,6674
999,6202,BRT3,65,2,3624
1000,10004,L1,10007,1,1674
1001,10111,TX2,10018,2,3349
1002,10111,TX2,10180,2,3349
1003,10377,L21,10395,1,4049
1004,10378,TX11,11670,1,3449
1005,10301,L18,10064,1,9475
1006,10035,L66,11660,1,5499
1007,10035,L14,10195,1,5249
1008,10378,L20,10380,2,9375
1009,10001,L66,11660,1,8950
1010,10001,L14,10195,1,8700
1011,11680,L9,10041,2,9550
1012,11680,L7,10163,1,4525
1013,10178,L13,10041,2,8324
1014,10002,L5,10406,1,6400
1015,10002,L66,11658,1,6525
1016,10002,L10,10041,1,6450
1017,10353,L2,10361,2,2175
1018,10003,L14,10189,1,5675
1019,10032,TX8,11672,1,6150
1020,11692,TX4,10180,2,2349
1021,10180,L22,10406,1,4524
1022,10180,L27,10406,1,4524
1023,11692,TX4,10018,2,2349
1024,10018,L43,10406,1,4875
1025,10018,L5,10406,1,4875
1026,10018,L66,11658,1,5000
1027,10018,L10,10041,1,4925
1028,11692,TX4,10322,2,2249
1029,10016,L13,10041,2,5199
1030,11692,TX4,10260,2,1849
1031,10296,TX5,11672,1,4900
1032,11692,TX7,10180,2,2199
1033,11692,TX7,10018,2,2199
1034,11692,TX7,10322,2,2149
1035,11692,TX7,10260,2,1749
1036,11692,TX13,125611,1,3050
1037,10177,L13,10041,2,8974
1038,10130,L12,10135,2,2524
1039,10130,L12,10018,2,11824
1040,10180,L22,10409,1,5724
1041,10180,L27,10409,1,5724
1042,10018,L43,10409,1,6050
1043,10130,L12,10002,2,10299
1044,10002,L5,10409,1,7600
1045,10130,L12,10033,2,11249
1046,10066,TX5,10401,1,5850
1047,10130,L12,10137,2,3099
1048,10137,TX11,10401,1,6300
1049,10130,L12,10082,2,6899
1050,10082,TX8,10401,1,5200
1051,10131,L33,11070,2,1999
1052,10131,L33,10506,2,8549
1053,10131,L33,10137,2,2599
1054,10131,L33,10542,2,7874
1055,10376,TX8,10401,1,7700
1056,53,BRT4,7012,2,3374
1057,10091,L21,10396,1,7924
1058,53,BRT4,65,2,11275
1059,53,BRT4,66,2,9349
1060,53,BRT4,9392,2,10399
1061,10004,TX5,10401,1,5550
1062,53,BRT4,56,2,2799
1063,53,BRT4,6232,2,8424
1064,10998,TX15,10120,2,3149
1065,10998,TX15,10118,2,3749
1066,10118,TX11,10401,1,6300
1067,10032,L11,10097,2,8474
1068,10376,L20,10330,1,8599
1069,10034,L18,10330,2,9049
1070,10180,L18,10330,2,9924
1071,10042,L21,10303,2,7575
1072,10402,L21,10303,2,4775
1073,10193,TX11,10072,2,4600
1074,10399,L21,10303,2,8250
1075,10001,L5,10018,1,1775
1076,10396,TX11,10072,2,4700
1077,10032,L12,10086,1,2374
1078,10086,L18,10330,2,6599
1079,10032,L12,10090,1,6149
1080,10090,L21,10330,1,2849
1081,10090,TX15,10072,1,2050
1082,10090,TX11,10072,1,1900
1083,10002,L11,10018,1,1549
1084,10002,L12,10018,2,1524
1085,10002,L17,10018,1,1525
1086,10002,L6,10018,1,1525
1087,10002,L6,11646,1,6499
1088,10506,L33,10088,1,4149
1089,10088,L18,10330,2,3649
1090,34,BRT4,4251,1,4624
1091,34,BRT4,32,1,5399
1092,32,TX15,10072,1,2050
1093,32,TX11,10072,1,1900
1094,10001,TX1,10180,2,1950
1095,10001,TX6,10081,1,4249
1096,10001,TX6,32,1,5099
1097,10001,TX8,10309,1,1699
1098,10324,L18,10330,2,6999
1099,10001,TX8,10042,1,6600
1100,10001,TX8,10396,1,7750
1101,10215,L15,10023,1,4474
1102,10001,L1,10012,1,5074
1103,10018,L1,10023,2,2650
1104,10018,L38,10023,1,2599
1105,11508,L44,10023,1,2349
1106,11508,L441,11577,1,2349
1107,10380,TX1,10018,2,2000
1108,10380,TX1,10017,2,2200
1109,10254,L16,10027,2,2675
1110,10007,L1,10014,1,3199
1111,10254,L16,10066,2,4599
1112,10018,L1,10021,2,1500
1113,10018,L12,10021,2,1500
1114,10254,L16,10029,2,3275
1115,10065,L13,10021,1,2424
1116,10018,L15,10021,1,1500
1117,10018,L38,10021,1,1450
1118,11508,L44,10021,1,1200
1119,11508,L441,11575,1,1200
1120,10254,L23,10027,2,2674
1121,10254,L23,10180,2,4899
1122,10254,L23,10029,2,3274
1123,10254,L30,10989,1,2275
1124,10254,L30,10036,1,3468
1125,10063,L13,10021,1,3374
1126,10980,L3,10988,2,3624
1127,10980,L3,10066,2,6324
1128,10980,L3,10029,2,4349
1129,10051,L9,11691,1,12874
1130,10051,L10,10001,2,10299
1131,10001,L2,10350,1,4475
1132,10018,L17,10262,1,2174
1133,10619,L26,10262,1,1925
1134,10619,L261,10262,1,1925
1135,10619,L262,10262,1,1925
1136,10771,L28,10773,1,2024
1137,10018,TX4,11681,1,1900
1138,10018,TX9,11681,1,1499
1139,10018,TX7,11681,1,1999
1140,10317,L7,11691,2,3949
1141,10051,L13,10164,1,13625
1142,125611,TX13,11681,2,2700
1143,11674,L7,11681,1,5224
1144,10388,L9,11681,2,5499
1145,10338,L2,10350,1,4075
1146,10051,L6,10389,2,15749
1147,10389,TX4,11681,2,4500
1148,10051,L6,10363,2,17449
1149,10363,TX7,11681,2,2600
1150,10389,TX13,11681,1,4499
1151,10180,TX4,11681,1,1900
1152,10180,TX9,11681,1,1499
1153,10180,TX7,11681,1,1999
1154,10767,L5,10001,2,10675
1155,10053,L10,10001,2,9099
1158,11653,L6,10381,2,9174
1166,11653,L6,10066,2,6449
1167,10066,L15,10215,2,2225
1168,11653,L6,10988,2,4375
1169,11653,L6,10029,2,5150
1170,10065,L14,10001,2,3224
1171,11653,L6,10031,2,7324
1172,10361,L2,10001,2,1499
1173,11653,L6,11657,2,1675
1174,10066,L4,10001,2,2275
1175,10065,L5,10001,2,3200
1176,10065,L66,10001,2,3225
1177,6232,BRT2,66,2,999
1178,10066,TX1,10380,1,1850
1179,11653,L6,10032,2,7874
1185,11653,L9,10364,1,14424
1186,11653,L9,10018,1,6950
1187,11653,L9,10064,1,5550
1188,10029,L1,10001,2,2874
1189,11653,L9,10059,1,2525
1190,10214,L14,10001,2,6724
1191,10029,L16,10001,2,3599
1192,11653,L9,11692,1,11949
1193,11653,L9,11656,1,1200
1194,10059,L5,10001,2,6700
1195,10059,L66,10001,2,6725
1196,10018,TX1,10380,1,1950
1197,11653,L9,10058,1,2174
1198,10058,TX8,10380,2,6249
1199,11653,L9,10366,1,15724
1200,10366,TX10,10380,2,5300
1201,10044,L13,10183,2,1550
1202,10158,L5,10001,2,9525
1203,10044,L13,10182,2,1275
1204,10410,TX8,10380,2,7349
1205,10044,L21,10379,2,5900
1206,10379,L20,10380,2,9300
1207,10044,L21,10307,2,7825
1208,10044,L21,10402,2,1799
1209,10209,L14,10001,2,8549
1210,10044,L21,10401,2,1125
1211,10461,L5,10001,2,8150
1212,10209,L66,10001,2,8725
1213,10044,L21,10078,2,9025
1214,7012,BRT4,66,2,5974
1215,10044,L21,10077,2,8725
1216,10077,TX6,10380,2,5200
1217,10401,TX8,10380,2,7549
1218,10003,L10,10046,1,8175
1219,10003,L6,11650,1,7799
1220,10034,L9,11650,2,6000
1221,10180,L9,11650,2,6850
1222,10003,L16,10018,1,1100
1223,10003,L3,10018,1,1100
1224,10003,L5,10741,1,9550
1228,10031,L6,10388,2,6224
1229,10388,L9,11650,2,17074
1230,10338,L2,10346,1,2275
1231,11680,L9,11650,2,11800
1232,9391,BRT2,7001,1,5975
1233,9392,BRT2,65,2,925
1234,9392,BRT4,65,2,875
1235,10003,TX1,10180,2,1250
1236,10356,L2,10001,2,3000
1237,10376,L20,10093,1,6799
1238,10032,L12,10091,1,6574
1239,10506,L33,10091,1,5400
1240,34,BRT4,7011,1,5974
1241,10364,L20,10093,1,14349
1242,10059,L9,11700,1,15349
1243,11666,L66,10001,2,10700
1244,11666,L66,10064,2,7000
1245,10029,L6,10387,2,8074
1246,10306,L18,10064,1,7725
1247,10064,L9,11701,1,12549
1248,10306,L20,10388,2,12525
1249,10368,L9,11701,1,1249
1250,10327,L21,10057,1,8274
1251,10058,L9,11701,1,15924
1252,11668,L66,10064,2,6225
1253,10005,L3,10954,1,3825
1254,10005,L6,11646,1,3574
1255,11668,L66,10059,2,3200
1256,10040,L9,11647,2,1399
1257,11670,L66,10059,2,2600
1258,10208,L14,10214,2,2175
1259,10395,L21,10057,1,2575
1260,10363,L6,10002,1,8624
1261,10002,L17,10269,1,8875
1262,10619,L26,10269,1,7100
1263,10619,L261,10269,1,7100
1264,10619,L262,10269,1,7100
1265,10771,L28,10776,1,7300
1266,10262,L17,10269,1,5175
1267,10262,L26,10269,1,5175
1268,10262,L261,10269,1,5175
1269,10262,L262,10269,1,5175
1270,10773,L28,10776,1,5275
1271,10075,L11,10002,1,7400
1272,10338,L2,10345,1,1950
1273,10075,L11,10314,1,10725
1274,10319,L7,11692,2,3600
1275,10075,L11,10018,1,8950
1276,10018,L9,11692,1,4999
1277,10018,TX4,10354,1,2499
1278,10018,TX7,10354,1,2649
1279,10075,L11,125611,1,12025
1280,125611,TX13,10354,2,3300
1281,10076,L18,10314,1,10000
1282,10076,L18,10064,1,6825
1283,10064,L9,11692,1,6399
1284,10076,L18,10018,1,8225
1285,10076,L18,10164,1,11275
1286,10076,L20,10380,2,6750
1287,10001,L2,10345,1,2350
1288,10076,L20,10386,2,10900
1289,11674,L7,11680,1,4974
1290,10076,L20,10388,2,11650
1291,10388,L9,11680,2,5274
1292,10076,L20,10389,2,12575
1293,10389,TX4,10354,2,3850
1294,10076,L20,10363,2,14275
1295,10363,TX7,10354,2,2000
1296,10389,TX13,10354,1,3849
1297,10093,L21,10057,1,9124
1298,10058,L9,11692,1,9775
1299,10078,L12,10002,2,6800
1300,10078,L12,10144,2,12925
1301,10111,L7,11692,2,6375
1302,10078,L12,10018,2,8325
1303,10078,L33,10506,2,5575
1304,7012,BRT4,65,2,7900
1305,10180,TX4,10354,1,2499
1306,10180,TX7,10354,1,2649
1307,10319,L11,10096,2,11599
1308,10319,L18,10330,2,11624
1309,11328,L7,10364,2,5774
1310,10364,L20,10330,1,16149
1311,11328,L9,10364,1,5799
1312,11345,L9,10041,2,6225
1313,11654,L9,11691,1,11274
1314,11654,L6,10032,2,7549
1315,11654,L6,10386,2,12449
1316,11654,L6,10388,2,13224
1317,11654,L6,10066,2,6124
1318,10018,TX4,10352,1,1950
1319,11654,L6,10389,2,14149
1320,10389,TX4,10352,2,4500
1321,10018,TX7,10352,1,2049
1322,11654,L6,10363,2,15849
1323,10363,TX7,10352,2,2600
1324,10389,TX13,10352,1,4499
1325,10279,L17,10032,2,13600
1326,10016,L12,10119,1,9599
1327,10321,L18,10326,2,9474
1328,10376,L20,10326,1,7374
1329,10506,L33,10119,1,6125
1330,10016,L13,10042,2,5524
1331,10042,L21,10307,2,8825
1332,10321,L11,10097,2,10949
1333,10303,L18,10307,1,1249
1334,10303,L20,10307,2,1250
1335,10303,L21,10307,2,1249
1336,10321,L11,10085,2,3775
1337,10085,L20,10326,1,6474
1338,10321,L11,10090,2,8624
1339,10090,L21,10326,1,1625
1340,10321,L11,10088,2,7799
1341,10088,L33,10119,1,1975
1342,10321,L4,10001,2,3350
1343,10321,L9,10041,2,5374
1344,10458,L22,10064,2,6350
1345,10005,L1,10008,1,1449
1346,10458,L22,10180,2,8075
1347,10018,L1,10026,2,4150
1348,10458,L43,10064,2,6350
1349,10458,L43,10018,2,7750
1350,52,BRT1,49,2,6525
1351,52,BRT1,65,2,7150
1352,10538,L24,10506,2,5850
1353,10001,L5,10743,1,11125
1354,10538,L45,10506,2,5850
1355,10078,L20,10389,2,11975
1356,10078,TX14,10389,1,8999
1357,10078,L11,10018,1,8350
1358,10018,L9,10367,1,9249
1359,10078,L11,10002,1,6800
1360,10032,L6,10389,2,6599
1361,10078,L11,10314,1,10125
1362,10319,L7,11696,2,7850
1363,34,BRT2,36,1,5925
1364,10018,TX4,10389,1,6449
1365,10078,L11,125611,1,11425
1366,125611,TX13,10389,2,7200
1367,10002,TX10,10389,1,5649
1368,10078,L18,10064,1,6250
1369,10064,L9,10367,1,10649
1370,10029,L6,10389,2,9324
1371,10078,L18,10314,1,9425
1372,10078,L18,10018,1,7650
1373,10078,L18,10164,1,10700
1374,125629,TX13,10389,2,7200
1375,10381,L6,10389,2,5299
1376,6231,BRT2,36,1,4925
1377,10542,TX10,10389,1,4949
1378,10091,L21,10057,1,9774
1379,10058,L9,10367,1,14024
1380,10091,L21,10398,1,10449
1381,11657,L6,10389,2,12799
1382,10180,TX4,10389,1,6449
1383,6232,TX10,10389,1,4999
1384,10078,TX6,10374,2,4300
1385,10382,L6,10389,2,4849
1386,10078,TX6,2321,2,4300
1387,2321,BRT2,36,1,4025
1388,10374,TX10,10389,1,4499
1389,10032,L11,10092,2,6874
1390,10376,L20,10092,1,6474
1391,10001,TX6,10077,1,5399
1392,10034,L18,10092,2,6949
1393,10042,L21,10077,2,9725
1394,10180,L18,10092,2,7824
1395,10193,TX11,10077,2,6050
1396,10399,L21,10077,2,10400
1397,10396,TX11,10077,2,6150
1398,10381,TX14,10077,2,4350
1405,10542,TX14,10077,2,4300
1406,10324,L18,10092,2,4899
1408,125628,L11,10322,2,2850
1409,10180,L27,10183,1,6974
1410,125628,L11,10066,2,3675
1411,10018,L5,10183,1,7300
1412,44,BRT1,26,1,6475
1413,10177,L18,10180,2,2899
1414,125612,TX3,10180,2,3050
1415,125612,TX3,10018,2,3050
1416,10619,L36,11163,1,6975
1417,10018,L38,11183,1,7425
1418,10311,L36,11163,1,6625
1420,10019,L38,11183,1,6650
1423,10178,L36,11163,1,4450
1424,125624,L11,10177,2,1800
1425,10177,L7,10365,2,7899
1426,125624,L11,10320,2,3324
1427,10313,L9,10365,1,6649
1428,125624,L11,10085,2,7725
1429,10084,L20,10391,2,7975
1430,125624,L11,10066,2,5025
1431,10066,L6,10391,2,9074
1432,44,BRT2,7791,1,8900
1433,10312,TX4,10391,1,4949
1435,125616,TX9,11330,2,1199
1436,11330,L7,10365,2,5550
1437,11330,L9,10365,1,5549
1438,125616,TX9,10018,2,3900
1439,125616,TX9,10180,2,3900
1440,125616,TX9,10262,2,2350
1441,10262,TX4,10391,1,3799
1443,10017,L12,10121,1,9999
1444,44,BRT4,3401,1,8900
1445,10459,L27,10180,2,7050
1446,10066,L12,10121,1,9499
1447,10459,L5,10066,2,6725
1448,10459,L5,10001,2,9000
1449,10506,L33,10121,1,6925
1450,11680,L7,11345,1,3325
1451,10354,L2,10032,2,2425
1452,10002,L11,10313,1,2950
1453,10002,L4,10313,1,2925
1454,10345,TX4,2091,2,2249
1455,10311,L11,10313,1,825
1460,2091,BRT3,39,1,974
1461,10345,TX4,10260,2,1899
1464,10345,TX7,10311,2,2200
1469,10345,TX7,10260,2,1849
1472,10345,TX13,125626,1,2650
1473,125626,L11,10320,2,2550
1474,10345,TX13,125611,1,3100
1475,10177,L18,10320,2,1524
1476,10162,L36,10320,2,1324
1477,10345,TX13,11331,1,2100
1478,11342,L4,10320,2,1349
1479,10177,L7,11328,2,1524
1480,10164,TX2,10313,2,1299
1481,10345,TX13,125627,1,2900
1482,125627,TX3,10313,2,2100
1483,11678,L7,10314,1,4600
1484,10319,L11,10101,2,13024
1485,11678,L9,10320,2,4575
1486,10320,L11,10101,2,12724
1487,11694,TX4,10321,2,3049
1488,10321,L11,10101,2,12099
1489,11694,TX7,10321,2,3000
1490,11694,TX13,125626,1,3600
1491,125626,L11,10101,2,15274
1492,10374,L20,10085,1,1825
1493,10084,L11,125613,1,6975
1494,10001,L4,11333,1,5225
1495,10374,L6,10002,1,1824
1496,10002,L11,125613,1,5250
1497,10018,TX9,125627,1,3449
1498,10018,TX3,125627,1,2749
1499,10382,L20,10389,2,4850
1500,10389,TX13,125627,1,7000
1501,10507,L33,10088,1,3574
1502,10081,L11,125613,1,10750
1507,36,TX13,125627,1,7000
1508,10180,TX9,125627,1,3449
1509,10180,TX3,125627,1,2749
1510,10374,TX14,11675,1,4199
1511,11675,TX13,125627,1,7000
1512,10374,TX14,10081,2,3500
1513,10374,TX6,10081,1,3249
1514,10374,TX6,10002,2,1100
1515,10374,TX6,10001,2,1100
1516,10374,TX10,11675,1,4299
1517,10374,TX10,10002,2,1150
1518,10374,TX10,10001,2,1150
1519,10129,L12,10135,2,2874
1520,10129,L12,10018,2,12174
1521,10129,L12,10002,2,10649
1522,10129,L12,10033,2,11599
1523,10066,TX5,10396,1,5800
1524,10129,L12,10137,2,3449
1525,10137,TX11,10396,1,6300
1526,10129,L12,10082,2,7249
1527,10082,TX8,10396,1,5150
1528,10129,TX15,10120,2,2849
1529,10129,TX15,10118,2,3449
1530,10118,TX11,10396,1,6300
1531,11695,L9,11701,1,4724
1532,10364,L6,11646,1,14949
1533,11676,L9,11647,2,13199
1534,10001,L3,10954,1,7000
1535,10018,L3,10954,1,5225
1536,10352,L2,10032,2,3250
1537,11681,L9,10034,2,5574
1538,11681,L9,10321,2,3950
1539,10019,L1,10025,2,3000
1540,10860,L28,10771,2,2499
1541,10003,L1,10009,1,3299
1542,10294,L17,10297,2,1675
1543,10294,L26,10619,2,1925
1544,10294,L261,10619,2,1925
1545,10294,L262,10619,2,1925
1546,10350,TX4,10321,2,1749
1547,10350,TX7,10321,2,1699
1548,125623,L11,10085,2,8075
1549,10084,L20,10381,2,1600
1550,125623,L11,10066,2,5375
1551,125623,L11,10088,2,12099
1552,10081,L33,10542,2,3600
1553,4252,BRT4,6232,2,3700
1554,10088,TX14,10507,1,3150
1555,125623,L11,10032,2,6775
1557,10088,TX6,10507,2,3600
1559,10332,L18,10335,2,925
1560,10002,L11,10315,1,3775
1561,10065,L18,10315,1,3174
1562,10001,L1,10017,1,7399
1563,10619,L36,10315,1,1999
1564,10065,L13,10163,1,5075
1565,10001,L1,10004,1,1325
1566,44,BRT3,8841,1,2149
1567,10001,L1,10016,1,6974
1568,10016,TX2,10315,1,1650
1569,10018,L18,10315,1,2249
1570,10018,L13,10163,1,4150
1571,10018,TX2,10315,1,1849
1572,10001,L16,10236,1,10850
1573,10001,L2,10346,1,2675
1574,11680,L7,10315,1,4049
1575,10001,L4,11328,1,3475
1577,125626,L11,10318,2,1850
1578,125627,TX3,10315,2,1300
1579,10215,L15,10218,1,6024
1580,74,BRT3,8842,2,5124
1581,10032,L11,10086,2,2374
1582,10083,L18,10315,1,5624
1583,10032,L6,10386,2,4899
1584,11674,L7,10315,1,9024
1585,10002,L12,10144,2,6124
1586,10111,L18,10318,2,2374
1587,10111,L36,10318,2,1575
1588,10111,L7,10318,2,2375
1589,6202,BRT3,8842,2,1474
1590,10002,L12,10139,2,4374
1593,10002,L17,10262,1,3699
1594,11681,L7,10315,1,3799
1595,10081,L18,10315,1,8599
1596,10376,L20,10086,1,1975
1597,34,BRT2,7001,1,5000
1598,10180,TX2,10315,1,1849
1599,10001,TX1,10018,2,1800
1600,10001,TX1,10619,2,2050
1601,10001,TX1,44,2,1750
1602,10309,L18,10315,1,5274
1603,10001,TX8,10037,1,4400
1604,10062,L13,10163,1,6799
1605,10001,TX10,11697,1,4799
1606,10388,L9,10188,2,17799
1607,10052,L13,10156,1,900
1608,10767,L27,10156,2,849
1609,10767,L5,10156,2,875
1610,10016,L13,10185,2,8399
1611,10388,L9,10180,2,10224
1612,10180,L27,10185,1,7274
1613,10018,L5,10185,1,7600
1614,10180,L22,10411,1,6524
1615,10018,L43,10411,1,6875
1616,11673,L7,10163,1,10499
1617,10178,L13,10185,2,11524
1618,10368,L20,10376,1,5125
1619,10001,L5,10185,1,9375
1620,10368,L6,10188,1,14974
1621,10368,L6,10018,1,7549
1622,10180,L13,10185,2,7799
1623,10368,L6,10376,1,5125
1624,10388,TX10,10001,2,4500
1625,10979,L3,10982,2,3402
1626,11656,L9,11693,1,11424
1627,10979,L3,10001,2,11402
1628,10979,L3,10066,2,9127
1629,10018,TX4,11679,1,2900
1630,10018,TX7,11679,1,2999
1631,10013,L1,10017,1,1775
1632,10311,L9,11695,1,5824
1633,10017,TX4,11695,1,3699
1634,10017,TX7,11695,1,3799
1635,10013,L12,10017,1,1775
1636,10013,L13,10017,2,1750
1637,10013,L15,10017,2,1750
1638,10013,L38,10017,2,1774
1639,10013,L44,10017,2,1774
1640,10018,L9,11695,1,6424
1641,10022,L1,10029,2,3500
1642,10022,L12,10144,2,2575
1643,10111,L7,11695,2,7800
1644,10022,L13,10163,1,2125
1645,10317,L7,11695,2,5724
1646,10022,L13,10164,1,2450
1647,125611,TX13,11695,2,4450
1648,10022,L38,11182,1,1949
1649,11628,L441,10017,2,1774
1650,10002,L3,10955,1,7125
1651,10018,L17,10272,1,10500
1652,10460,L5,10066,2,6200
1653,10159,L13,10018,1,7300
1654,50,BRT1,65,2,5425
1655,10410,TX5,10004,2,5249
1656,10033,L17,10272,1,11100
1657,10410,TX8,10002,2,7249
1658,10002,L17,10272,1,12025
1659,10292,L17,10297,2,2475
1660,10322,L11,10097,2,10699
1661,10322,L18,10330,2,10424
1662,10292,L26,10297,2,2475
1663,10292,L261,10297,2,2475
1664,10292,L262,10297,2,2475
1665,10859,L28,10771,2,2874
1666,10066,L11,10097,2,9874
1667,10298,L18,10314,1,13575
1668,10319,L7,11690,2,1850
1669,10298,L18,10064,1,10400
1670,10064,L9,11690,1,4649
1671,10298,L18,10018,1,11800
1672,10018,L4,11331,1,2825
1673,10018,TX9,11682,1,2400
1674,10298,L18,10164,1,14850
1675,125611,TX13,11682,2,1449
1676,10137,L12,10002,2,7200
1677,10338,L2,10349,1,3600
1678,10137,L12,10144,2,13325
1679,10137,L12,10018,2,8725
1680,10018,TX4,10349,1,2450
1681,10018,TX7,10349,1,2549
1682,10137,L33,10506,2,5950
1683,10001,L2,10349,1,4000
1684,10077,L11,10002,1,7125
1685,10077,L11,10314,1,10450
1686,10077,L11,10018,1,8675
1687,10077,L11,125611,1,11750
1688,125611,TX13,10349,2,3250
1689,10077,L18,10314,1,9725
1690,10077,L18,10064,1,6550
1691,10077,L18,10018,1,7950
1692,10077,L18,10164,1,11000
1693,10077,L20,10380,2,6475
1694,10077,L20,10386,2,10625
1695,10077,L20,10388,2,11375
1696,10077,L20,10389,2,12300
1697,10389,TX4,10349,2,3950
1698,10077,L20,10363,2,14000
1699,10363,TX7,10349,2,2100
1700,10389,TX13,10349,1,3949
1701,10092,L21,10057,1,9474
1702,10180,TX4,10349,1,2450
1703,10180,TX7,10349,1,2549
1704,10131,L12,10002,2,9799
1705,10002,L16,10229,1,7200
1706,10131,L12,10018,2,11324
1707,10002,L3,10466,1,8500
1708,8072,BRT4,66,2,8674
1709,8072,BRT4,65,2,10599
1710,11673,L7,11682,1,7624
1711,10388,L9,11682,2,6899
1712,10001,L4,11331,1,4600
1713,10018,L9,11690,1,3249
1714,10388,L20,10389,2,925
1715,10389,TX13,11682,1,5749
1716,10388,L6,10389,2,924
1717,11673,TX14,11675,1,849
1718,11675,TX13,11682,1,5749
1719,11673,TX10,11675,1,900
1720,11673,TX10,10001,2,4500
1721,10062,L30,10227,2,4457
1722,10037,L27,10744,1,6749
1723,10973,L3,10980,2,5818
1724,10037,L5,10744,1,6749
1725,10037,L9,10398,2,2625
1726,10953,L3,10956,1,874
1727,10062,L10,10064,2,1224
1728,10005,L16,10227,1,3425
1729,10005,L23,10227,1,3400
1730,10005,L3,10956,1,4450
1731,10062,L13,10064,1,1249
1732,10062,L14,10064,2,1249
1733,10062,L22,10064,2,1249
1734,10062,L27,10064,2,1250
1735,10062,L43,10064,2,1250
1736,10062,L5,10064,2,1225
1737,10062,L66,10064,2,1249
1738,10062,L9,10064,1,1249
1739,47,BRT1,49,2,1725
1740,10037,TX5,10029,2,1499
1741,10037,TX5,10991,2,900
1742,10949,L3,10956,1,3075
1743,10037,TX8,10002,2,4100
1744,10002,L16,10227,1,6350
1745,10002,L3,10956,1,7375
1746,10042,L21,10076,2,9450
1747,10057,L10,10066,2,5124
1748,10066,L11,10094,2,8549
1749,10057,L10,10064,2,3675
1750,10035,L18,10093,2,6799
1751,10057,L10,10001,2,7374
1752,10066,L12,10091,1,7974
1753,44,BRT4,7011,1,7900
1754,10057,L13,10018,1,5099
1755,10057,L13,10064,1,3700
1756,10058,L9,10018,1,4775
1757,10058,L9,10064,1,3375
1758,10058,L9,10364,1,12249
1759,10406,L22,10409,1,1199
1760,10396,TX11,10075,2,5900
1761,10406,L27,10409,1,1199
1762,10406,L43,10409,1,1174
1763,10406,L5,10409,1,1199
1764,11658,L66,10193,1,1349
1765,10193,TX11,10075,2,5800
1766,10464,L22,10180,2,5000
1767,10464,L22,10064,2,3275
1768,10017,L12,10091,1,8474
1769,10464,L27,10180,2,5000
1770,10464,L27,10064,2,3275
1771,10464,L43,10018,2,4675
1772,10464,L43,10064,2,3275
1773,10464,L5,10066,2,4700
1774,10464,L5,10064,2,3275
1775,10464,L5,10001,2,6975
1776,11672,L66,10066,2,4750
1777,11672,L66,10064,2,3325
1778,11672,L66,10001,2,7025
1779,23,BRT1,25,1,1000
1780,48,BRT1,65,2,4425
1781,48,BRT1,46,2,3125
1782,10057,TX5,10396,1,1149
1783,10057,TX5,10066,2,4799
1784,10057,TX5,10323,2,3199
1785,10323,L18,10093,2,6399
1786,10057,TX5,10004,2,4349
1787,9391,BRT4,7011,1,7024
1788,10057,TX8,10396,1,1149
1789,10057,TX8,10082,2,3950
1790,10087,L11,10094,2,3974
1791,10087,L18,10093,2,4049
1792,10087,L20,10093,1,4024
1793,10087,L12,10091,1,3399
1794,10057,TX8,10380,2,6449
1795,10057,TX8,10001,2,6599
1796,10032,L12,10124,1,9599
1797,10506,L33,10124,1,8424
1798,34,BRT4,8071,1,8674
1799,10071,L11,10018,1,10550
1800,10619,L36,11162,1,6775
1801,10303,L18,10018,1,10099
1802,10005,L6,11648,1,4599
1803,10040,L9,11648,2,1950
1804,11646,L6,11648,1,1025
1805,10041,L9,11648,2,1550
1806,10347,L2,10351,1,1174
1807,10347,L2,10350,1,924
1808,11679,L7,11681,1,999
1809,11679,L9,11681,2,999
1810,10347,TX4,10262,2,1349
1811,10347,TX7,10262,2,1200
1812,10347,TX13,10262,1,1250
1813,11669,L66,10059,2,2950
1814,10059,L9,10367,1,13674
1815,11669,L66,10001,2,9675
1816,10380,L20,10389,2,5825
1817,11669,L66,10064,2,5975
1818,11669,L66,10066,2,7400
1819,11669,L66,10032,2,8800
1820,10032,TX10,10389,1,5649
1821,11069,L33,10506,2,9849
1822,10001,L66,11659,1,7175
1823,10001,L14,10191,1,7400
1824,10001,L5,10407,1,7050
1825,11069,L33,10542,2,9174
1826,10376,TX8,11671,1,6550
1827,10066,L6,10387,2,6774
1828,10018,L9,11699,1,10574
1829,10311,L9,11699,1,9974
1830,10219,L15,10032,2,5975
1831,10032,TX10,11698,1,4499
1832,74,BRT3,65,2,7274
1833,74,BRT3,3292,2,1324
1834,10172,L7,11698,2,13875
1835,11328,L9,11699,1,8899
1836,10364,L20,10086,1,9524
1837,10180,L18,10324,2,2924
1838,10376,TX8,10324,1,1649
1839,11676,L7,10314,1,6200
1840,10319,L18,10324,2,4624
1841,10319,L11,10086,2,5775
1842,11676,L7,10168,1,8825
1843,10111,L12,10086,1,8650
1844,11676,L9,10320,2,6199
1845,10320,L18,10324,2,4299
1846,10320,L11,10086,2,5475
1847,11676,L9,10322,2,7074
1848,10016,L12,10086,1,4674
1849,11676,L9,10037,2,10074
1850,10037,TX8,10324,2,2550
1851,10364,TX4,10321,2,4549
1852,10321,L18,10324,2,3674
1853,10321,L11,10086,2,4850
1854,10364,TX7,10321,2,4350
1855,10177,L18,10324,2,5824
