ind,trip,type
71464,281,2
71464,362,3
71464,283,2
71464,263,2
71464,265,2
71464,270,2
71464,271,2
71464,284,2
71464,285,2
48880,363,2
48880,364,3
48880,89,2
1203,76,1
1203,49,1
1203,365,1
1203,9,2
1203,366,3
1203,367,2
1203,368,3
1203,13,2
1203,14,2
1203,369,2
1203,370,3
1203,371,3
1203,17,2
1203,18,2
1203,372,2
1203,373,3
1203,374,2
1203,19,2
1203,5,2
1203,375,2
1203,376,3
1203,377,2
1203,378,2
1203,379,2
1203,380,2
1203,381,3
1203,382,2
1203,383,2
1203,384,2
1203,385,2
1203,386,3
1203,387,2
1203,388,3
1203,389,2
1203,390,2
1203,391,2
1203,392,2
1203,393,2
1203,394,2
1203,395,3
1203,20,2
1203,396,3
1203,397,3
1203,398,3
1203,119,2
1203,399,3
1203,120,2
1203,78,3
1203,21,2
1203,22,2
1203,400,2
1203,401,2
1203,402,2
1203,39,3
47998,403,2
47998,404,3
47998,405,2
47998,49,3
47998,406,2
47998,407,3
47998,408,2
47998,409,2
47998,410,2
47998,411,3
47998,412,2
76073,413,1
76073,414,1
56734,415,1
56734,416,2
56734,417,3
56734,418,2
56734,419,3
56734,220,2
56734,420,3
56734,115,2
56734,421,3
56734,422,3
56734,423,3
56734,424,3
56734,425,3
56734,426,3
56734,427,3
56734,217,2
56734,428,3
56734,429,2
56734,430,3
56734,214,2
56734,431,3
56734,432,3
56734,433,3
56734,434,2
56734,435,3
56734,436,3
56734,437,3
56734,438,3
56734,312,3
56734,313,3
56734,439,3
56734,440,3
56734,441,3
56734,442,3
56734,443,3
56734,444,3
56734,445,3
56734,446,3
56734,447,2
56734,448,2
56734,449,2
56734,318,3
56734,319,3
56734,450,2
56734,451,2
56734,452,3
56734,453,2
56734,454,3
56734,455,2
56734,456,3
56734,457,3
56734,458,2
56734,459,3
56734,460,3
56734,461,3
56734,320,3
56734,462,3
56734,463,3
56734,464,2
56734,465,3
39985,466,2
39985,467,3
39985,468,2
39985,469,2
39985,470,3
39985,471,2
39985,472,3
39985,473,2
39985,474,2
39985,475,2
39985,476,2
39985,477,3
39985,478,3
39985,479,2
39985,480,3
39985,481,2
39985,482,3
39985,483,3
39985,484,3
39985,485,3
39985,486,2
39985,487,2
39985,488,2
39985,489,2
39985,490,2
39985,491,2
50678,492,1
50678,493,1
50678,494,1
50678,495,1
50678,496,2
50678,497,3
50678,498,2
50678,499,2
50678,500,2
50678,501,2
50678,502,2
50678,503,2
50678,504,2
50678,505,2
50678,506,2
50678,507,3
50678,508,2
50678,236,2
50678,428,3
50678,509,2
50678,452,3
50678,457,3
50678,510,3
50678,436,3
50678,312,3
50678,313,3
50678,462,3
50678,238,2
50678,331,3
50678,511,2
50678,512,3
50678,239,2
50678,513,2
50678,514,2
50678,430,3
50678,433,3
50678,515,2
50678,516,3
50678,240,2
50678,517,2
50678,518,2
50678,318,3
50678,319,3
50678,243,2
50678,519,2
50678,520,2
50678,459,3
50678,320,3
50678,521,2
50678,465,3
50678,244,2
50678,522,3
50678,523,2
50678,524,3
50678,525,3
50678,526,3
50678,527,2
50678,528,3
50678,251,2
50678,529,2
50678,530,2
50678,531,3
50678,253,2
50678,532,2
50678,533,3
50678,534,2
50678,255,2
50678,535,2
50678,536,2
50678,537,3
50678,538,3
50678,539,3
58635,540,2
58635,261,3
58635,541,2
58635,542,2
58635,264,3
58635,543,2
58635,544,2
58635,545,2
58635,546,3
58635,547,2
58635,548,2
58635,549,2
58635,550,2
58635,551,2
58635,552,2
44351,553,2
44351,554,3
44351,555,2
44351,556,3
44351,557,2
44351,558,2
44351,3,3
44351,559,2
44351,560,2
44351,561,3
44351,562,2
44351,563,2
44351,564,2
44351,565,3
44351,566,2
44351,567,3
44351,568,2
44351,569,2
44351,570,3
44351,571,2
44351,572,2
44351,573,3
44351,574,2
67866,575,2
67866,576,3
67866,577,2
67866,578,3
67866,579,2
67866,580,3
67866,581,3
67866,582,2
67866,583,3
67866,584,2
67866,585,3
67866,586,3
67866,587,2
67866,588,3
67866,589,2
67866,590,2
67866,591,2
67866,592,2
2913,593,2
2913,594,3
2913,595,3
2913,596,3
2913,597,3
2913,598,2
2913,599,3
2913,600,3
2913,601,2
2913,602,3
2913,603,2
2913,604,3
2913,605,3
2913,606,3
2913,607,3
2913,608,2
2913,609,2
67114,610,2
67114,611,3
67114,612,3
67114,613,2
67114,614,3
67114,615,3
67114,385,3
67114,389,3
67114,390,3
67114,391,3
67114,616,2
67114,617,3
67114,618,2
67114,619,3
67114,620,3
67114,577,2
67114,579,2
67114,584,2
67114,582,2
67114,621,3
67114,587,2
67114,622,2
7920,623,2
7920,624,3
71172,625,1
71172,626,1
71172,627,2
71172,428,3
71172,628,2
71172,452,3
71172,629,2
71172,456,3
71172,457,3
71172,510,3
71172,436,3
71172,630,2
71172,461,3
71172,106,3
71172,107,3
71172,631,3
71172,632,2
71172,633,3
71172,634,2
71172,331,3
71172,635,2
71172,636,2
71172,637,2
71172,638,3
71172,639,3
71172,640,2
71172,641,2
71172,427,3
71172,421,3
71172,422,3
71172,423,3
71172,424,3
71172,425,3
71172,426,3
71172,642,2
71172,643,2
71172,430,3
71172,644,2
71172,432,3
71172,433,3
71172,645,2
71172,435,3
71172,646,2
71172,415,3
71172,438,3
71172,647,2
71172,648,3
71172,649,3
71172,650,3
71172,651,3
71172,652,3
71172,653,3
71172,654,3
71172,655,2
71172,318,3
71172,319,3
71172,656,2
71172,657,2
71172,658,2
71172,659,2
71172,459,3
71172,660,2
71172,661,2
71172,662,3
71172,663,3
71172,664,2
71172,665,3
21617,427,2
21617,666,3
21617,667,2
21617,668,3
21617,422,2
21617,669,2
21617,670,3
21617,671,3
21617,672,2
21617,673,2
21617,674,3
21617,675,2
21617,676,3
21617,426,2
21617,677,2
21617,421,2
21617,423,2
21617,424,2
21617,425,2
21617,678,2
21617,439,2
21617,679,2
21617,440,2
21617,680,2
21617,681,2
21617,682,2
21617,683,2
21617,684,2
88083,685,1
88083,686,1
88083,687,2
88083,688,3
88083,689,2
88083,690,3
88083,691,3
88083,692,3
88083,693,3
88083,694,3
88083,435,3
88083,695,3
88083,696,3
88083,697,3
88083,698,3
88083,699,2
88083,537,3
88083,538,3
88083,700,2
88083,701,3
88083,702,3
88083,703,3
88083,704,2
88083,705,3
88083,706,3
88083,707,2
88083,708,2
88083,428,3
88083,709,2
88083,452,3
88083,710,2
88083,431,3
88083,432,3
88083,457,3
88083,510,3
88083,436,3
88083,437,3
88083,438,3
88083,312,3
88083,313,3
88083,462,3
88083,711,2
88083,712,2
88083,713,2
88083,714,3
88083,715,2
88083,716,3
88083,717,2
88083,507,3
88083,718,2
88083,719,3
88083,720,2
88083,721,3
88083,722,3
88083,723,2
88083,724,3
88083,725,2
88083,726,2
88083,727,2
88083,728,2
88083,729,2
88083,730,2
88083,731,2
88083,732,2
88083,733,2
88083,734,3
31063,735,2
31063,736,3
31063,737,2
31063,738,3
31063,739,3
31063,740,2
31063,741,2
31063,742,3
31063,743,3
31063,744,3
31063,745,3
31063,746,3
31063,747,3
31063,748,2
31063,749,3
31063,750,2
31063,751,3
31063,752,2
31063,753,3
31063,754,2
31063,755,3
31063,756,2
31063,757,3
31063,758,3
31063,759,3
31063,760,3
31063,761,3
31063,762,3
31063,763,3
31063,764,2
31063,765,2
31063,766,2
31063,767,3
31063,768,3
31063,769,2
31063,770,2
31063,771,3
94083,772,1
94083,773,1
94083,774,1
94083,775,2
94083,776,3
94083,777,2
94083,778,3
94083,779,2
94083,780,2
94083,781,2
94083,782,2
83046,783,1
83046,784,2
83046,688,3
83046,785,2
83046,428,3
83046,786,2
83046,452,3
83046,787,2
83046,431,3
83046,432,3
83046,457,3
83046,510,3
83046,436,3
83046,437,3
83046,438,3
83046,312,3
83046,313,3
83046,788,2
83046,686,3
83046,789,3
83046,790,3
83046,791,2
83046,792,3
83046,793,2
83046,794,2
83046,795,2
83046,714,3
83046,796,2
83046,716,3
83046,797,2
83046,507,3
83046,798,2
83046,719,3
83046,799,2
83046,721,3
83046,800,3
83046,801,2
83046,802,2
83046,803,2
83046,804,2
83046,805,2
83046,806,2
83046,807,2
83046,808,3
24267,809,2
24267,810,3
24267,811,2
24267,812,2
24267,813,3
24267,299,2
24267,814,3
24267,815,2
24267,816,3
24267,817,2
24267,818,2
24267,819,3
24267,820,2
24267,821,2
24267,822,2
24267,823,3
24267,824,2
24267,825,2
24267,826,3
24267,827,2
24267,828,2
24267,829,3
21806,427,2
21806,830,3
21806,831,3
21806,422,2
21806,673,2
21806,832,3
21806,672,2
21806,426,2
21806,421,2
21806,423,2
21806,424,2
21806,425,2
21806,679,2
21806,439,2
21806,680,2
21806,440,2
21806,683,2
21806,684,2
71488,833,2
71488,834,3
71488,835,3
71488,836,3
71488,837,3
71488,838,3
71488,839,3
71488,840,3
71488,841,3
71488,842,2
71488,843,3
71488,844,3
71488,845,3
71488,846,2
71488,847,2
71488,848,2
71488,285,2
82789,849,2
82789,850,3
82789,851,3
82789,852,3
82789,853,3
82789,854,2
82789,855,3
82789,856,2
82789,857,3
82789,858,3
82789,859,3
82789,860,3
82789,861,3
82789,862,3
82789,863,3
71904,864,2
71904,348,3
71904,865,2
71904,353,3
71904,354,3
71904,866,2
71904,867,2
71904,357,3
71904,868,2
71904,359,3
71904,360,3
4413,869,1
4413,870,1
4413,9,2
4413,871,3
4413,872,2
4413,873,3
4413,367,2
4413,874,3
4413,875,3
4413,13,2
4413,876,2
4413,877,3
4413,14,2
4413,15,2
4413,878,3
4413,18,2
4413,879,2
4413,646,3
4413,374,2
4413,660,3
4413,19,2
4413,5,2
4413,880,2
4413,881,3
4413,378,2
4413,379,2
4413,382,2
4413,3,2
4413,20,2
4413,21,2
4413,22,2
4413,882,2
4413,883,2
4413,884,3
4413,885,2
31573,326,2
31573,886,3
31573,887,2
31573,888,3
31573,889,3
31573,890,2
31573,891,3
31573,892,2
31573,893,3
31573,894,2
31573,895,3
31573,896,3
31573,897,3
31573,898,2
31573,899,2
31573,320,2
31573,900,2
31573,901,2
31573,902,3
31573,903,2
31573,904,3
31573,905,2
31573,906,2
31573,907,2
31573,908,2
31573,909,3
20148,910,1
20148,911,2
20148,912,3
20148,913,2
20148,914,3
20148,915,2
20148,224,3
20148,378,2
20148,379,2
20148,916,2
20148,382,2
20148,917,2
20148,918,2
20148,919,3
20148,920,2
20148,921,2
20148,922,2
20148,923,2
20148,924,3
20148,384,2
20148,870,2
20148,925,2
20148,926,2
20148,927,2
20148,928,3
20148,929,2
20148,930,3
20148,931,2
20148,932,3
20148,933,2
20148,934,3
20148,935,3
20148,936,3
20148,117,2
20148,937,3
20148,13,2
20148,938,2
20148,227,3
20148,939,2
20148,940,3
20148,941,2
20148,119,2
20148,942,2
20148,943,3
20148,120,2
20148,944,2
20148,945,3
20148,21,2
20148,22,2
20148,946,2
20148,947,3
20148,948,2
61941,949,2
61941,950,3
61941,287,2
61941,951,3
61941,952,2
61941,288,2
61941,953,2
61941,954,3
61941,955,2
61941,956,2
61941,957,2
96807,958,2
96807,959,3
96807,960,3
96807,961,2
96807,962,3
96807,963,2
96807,165,3
96807,964,3
96807,965,2
96807,966,2
96807,967,2
96807,968,3
96807,188,3
96807,969,2
96807,970,3
96807,971,2
96807,972,3
96807,973,2
96807,974,3
28369,975,1
28369,976,1
28369,977,2
28369,372,3
28369,978,2
28369,979,3
28369,980,2
28369,981,2
28369,982,3
28369,983,3
28369,984,3
28369,985,3
28369,986,3
28369,987,3
28369,988,2
28369,989,2
28369,990,3
28369,991,3
28369,992,2
28369,993,3
28369,994,2
61444,222,2
61444,995,3
61444,217,2
61444,206,2
15811,996,2
15811,997,3
15811,304,2
15811,998,3
15811,999,2
15811,1000,2
2194,1001,1
7945,1002,1
7945,1003,1
7945,1004,1
7945,1005,2
7945,1006,3
7945,1007,2
7945,1008,3
7945,1009,2
58097,131,2
58097,1010,3
58097,458,2
58097,1011,3
58097,144,2
54991,1012,2
54991,1013,3
54991,1014,2
54991,1015,3
54991,1016,2
54991,1017,3
54991,1018,2
7679,1019,2
7679,1020,3
7679,1021,2
7679,1022,2
7679,1023,3
7679,1024,2
7679,623,2
7679,1025,3
7679,1026,2
7679,1027,3
7679,1028,2
7679,1029,3
7679,1030,2
7679,1031,2
7679,1032,2
7679,1033,3
7679,1034,2
30202,1035,2
30202,1001,3
30202,1036,2
30202,1037,2
30202,1038,3
30202,1039,2
30202,1040,2
30202,1041,2
30202,1042,3
30202,1043,2
30202,1044,2
89438,1045,1
89438,1046,2
89438,1047,3
89438,1048,2
89438,1049,3
89438,1050,3
89438,1051,2
89438,1052,3
89438,1053,2
89438,1054,3
89438,1055,2
89438,1056,3
89438,984,3
89438,1057,3
93712,1058,2
93712,1059,3
93712,1060,3
93712,1061,3
93712,1062,3
93712,101,2
93712,1063,3
93712,1064,3
93712,1065,3
93712,1066,2
93712,1067,3
93712,1068,3
93712,1069,2
93712,1070,3
93712,1071,3
93712,1072,3
93712,1073,3
93712,114,2
93712,1074,3
93712,1075,2
93712,1076,3
93712,1077,3
93712,1078,2
93712,1079,3
93712,1080,3
93712,1081,3
93712,116,2
93712,1082,3
93712,1083,3
93712,1084,3
93712,1085,3
36382,1086,1
36382,1087,2
36382,1088,3
36382,1089,2
36382,1090,3
36382,1091,2
36382,1092,3
36382,1093,2
36382,1094,3
36382,1095,2
36382,1096,3
36382,1097,2
36382,1098,3
36382,1099,3
36382,1100,2
36382,1101,3
36382,1102,2
36382,1103,3
36382,976,2
36382,1104,2
36382,1105,3
36382,1106,2
36382,1107,3
36382,1108,2
36382,1109,3
36382,1110,2
36382,1111,3
36382,1112,2
36382,1113,2
36382,1114,2
36382,1115,2
85535,1116,2
85535,1117,3
85535,1118,2
85535,1119,3
85535,1120,3
52456,1121,2
52456,331,3
52456,333,3
52456,305,3
52456,306,3
52456,307,3
52456,1122,2
52456,1123,3
52456,308,3
52456,436,3
52456,310,3
52456,311,3
52456,106,3
52456,107,3
52456,1124,3
52456,1125,2
52456,1126,2
52456,1127,2
52456,1128,2
52456,335,3
52456,1129,3
52456,1130,2
52456,650,3
52456,652,3
52456,653,3
52456,1131,2
52456,1132,2
52456,1133,2
52456,1134,2
52456,1135,2
52456,1136,2
52456,1137,2
52456,1138,2
52456,1139,2
21044,1140,2
21044,1141,3
21044,673,2
21044,1142,3
21044,1143,3
21044,1144,3
21044,1145,3
21044,1146,3
21044,1147,3
21044,1148,2
21044,1149,3
21044,1150,2
21044,1151,3
21044,1152,2
21044,1153,2
21044,1154,2
21044,1155,3
21044,1156,2
21044,1157,2
21044,1158,3
21044,1159,2
21044,679,2
21044,1160,3
21044,1161,3
21044,680,2
21044,1162,2
21044,1163,2
21044,1164,3
21044,1165,2
21044,1166,2
21044,1167,2
21044,1168,2
93820,1169,2
93820,1170,3
93820,1171,2
93820,1172,3
93820,1173,2
93820,1174,3
93820,700,2
93820,1175,3
93820,1176,2
56327,1177,1
56327,1178,2
56327,590,3
63407,1179,1
63407,1180,2
63407,1181,3
63407,1182,2
63407,1183,3
63407,1184,2
63407,1185,2
63407,1186,2
27353,1187,2
27353,1188,3
27353,1189,2
27353,1190,2
27353,1191,3
27353,1192,2
27353,1193,3
27353,1194,2
27353,1195,3
27353,1196,2
27353,1197,2
27353,1198,3
27353,1199,2
44843,569,1
44843,555,2
44843,1200,3
44843,553,2
44843,1201,3
44843,1202,3
44843,1203,3
44843,559,2
44843,557,2
44843,1204,2
44843,1205,3
44843,563,2
44843,562,2
44843,564,2
44843,574,2
38232,1206,2
38232,1207,3
38232,1208,2
38232,1209,3
38232,1210,2
38232,1211,3
38232,1212,3
38232,1213,2
38232,1214,3
38232,1215,2
38232,1216,3
38232,1217,2
38232,1218,3
38232,1219,2
38232,1220,3
38232,1221,3
65392,590,1
65392,584,1
65392,577,2
65392,430,3
65392,575,2
65392,431,3
65392,432,3
65392,579,2
65392,436,3
65392,437,3
65392,438,3
65392,331,3
65392,1222,3
65392,1223,3
65392,1224,3
65392,1225,3
65392,312,3
65392,313,3
65392,1226,3
65392,1227,2
65392,1228,2
65392,492,3
65392,493,3
65392,494,3
65392,495,3
65392,1229,2
65392,1230,3
65065,1231,2
65065,1232,3
65065,1233,2
65065,1234,3
65065,1235,2
65065,1236,2
65065,1183,3
80026,1237,1
80026,847,2
80026,1144,3
80026,1238,2
80026,1239,3
80026,1145,3
80026,1240,3
80026,1241,2
80026,1242,2
80026,848,2
80026,1243,2
80026,1244,3
80026,1245,2
80026,1246,2
80026,1247,2
80026,1248,3
80026,293,2
80026,1249,2
80026,1250,3
80026,1251,2
80026,1252,2
80026,1253,2
80026,1254,2
80026,1255,2
80026,1256,3
84854,1257,2
84854,1258,3
84854,1259,2
84854,995,3
84854,1260,2
84854,1261,3
17004,1262,2
17004,1263,3
17004,82,3
17004,1264,2
17004,1265,2
17004,1266,2
17004,1267,2
17004,1268,2
17004,1269,2
17004,1270,2
327,1271,1
327,383,2
327,1272,3
36627,1273,1
36627,1274,2
36627,1275,3
36627,1276,2
36627,1277,3
36627,1036,2
36627,1278,3
36627,1279,3
36627,1280,2
36627,1281,3
36627,1282,3
36627,1283,2
36627,1284,3
36627,1285,2
36627,1286,3
36627,1287,2
36627,1288,3
36627,1289,2
36627,1290,3
36627,1291,3
36627,1292,2
36627,1293,2
36627,1294,3
36627,1295,2
36627,1040,2
36627,1296,2
36627,1297,2
36627,1298,3
36627,1299,2
36627,1300,2
36627,1301,3
36627,1302,2
36627,1303,2
36627,1304,3
36627,1305,2
36627,1306,3
36627,1307,3
36627,1308,3
36627,1309,2
36627,1310,2
36627,1311,2
36627,1312,3
36627,1313,2
36627,1314,3
36627,1151,2
36627,1315,3
36627,1316,2
36627,1317,2
36627,1318,2
46153,1319,1
46153,1320,2
46153,1321,3
46153,1322,2
46153,1323,2
46153,1324,2
46153,430,3
46153,1325,2
46153,431,3
46153,432,3
46153,1326,3
46153,1327,2
46153,436,3
46153,437,3
46153,438,3
46153,331,3
46153,1222,3
46153,1223,3
46153,1224,3
46153,1225,3
46153,312,3
46153,313,3
46153,1328,3
46153,1329,2
46153,1330,2
46153,492,3
46153,493,3
46153,494,3
46153,495,3
46153,1331,2
46153,1332,3
97236,1333,1
97236,1334,1
97236,1335,2
97236,1336,3
97236,1337,2
97236,1338,3
97236,1339,3
97236,1340,2
97236,1341,2
76437,1342,2
76437,1343,3
76437,626,2
76437,1344,3
76437,1345,3
76437,1346,2
76437,642,2
76437,641,2
76437,1347,3
76437,656,2
76437,1348,2
76437,1349,3
76437,1350,2
76437,420,2
13098,1351,2
13098,1352,3
13098,16,2
13098,670,3
13098,671,3
13098,304,2
13098,1353,3
13098,300,2
13098,1354,3
13098,1355,2
13098,1356,3
13098,1357,2
13098,1358,3
13098,1359,2
13098,1360,2
13098,1361,3
13098,1362,2
13098,1363,2
13098,1364,2
13098,1365,3
7259,1366,1
7259,1367,1
7259,1007,2
7259,1368,3
7259,1369,3
7259,1370,2
7259,1371,3
7259,1372,2
7259,1373,2
7259,1374,3
7259,1375,2
7259,1376,2
7259,1377,2
7259,1378,3
7259,678,2
7259,1379,3
7259,1380,2
7259,1381,2
7259,1382,2
7259,1383,2
7259,1384,3
7259,1385,2
36858,1386,1
36858,976,2
36858,1387,3
36858,1102,2
36858,1388,3
36858,1104,2
36858,1389,3
36858,1089,2
36858,1097,2
36858,1390,3
36858,1095,2
36858,1391,3
36858,1091,2
36858,910,3
36858,989,2
36858,988,2
36858,1392,2
36858,1393,3
36858,1394,2
36858,1395,3
36858,1396,3
36858,1397,2
36858,1398,3
36858,1399,2
36858,1400,3
36858,1401,2
33986,1035,2
33986,830,3
33986,831,3
33986,1276,2
33986,832,3
33986,1036,2
33986,1287,2
33986,1402,3
33986,1403,3
33986,1295,2
33986,1040,2
33986,1302,2
33986,1299,2
33986,1404,2
97412,1405,2
97412,35,3
97412,36,3
97412,34,3
97412,1406,2
10561,1407,1
10561,1408,1
10561,304,2
10561,556,3
10561,1409,3
10561,297,2
10561,3,3
10561,1410,2
10561,880,3
10561,20,3
10561,1411,3
10561,1412,2
10561,1413,3
10561,1414,3
10561,1415,2
10561,1416,3
10561,1417,2
10561,1418,3
10561,1419,3
10561,1359,2
10561,1420,2
10561,1421,2
10561,1422,2
10561,1362,2
10561,1423,2
10561,1424,2
10561,1425,2
10561,1426,2
48316,1427,2
48316,1428,3
48316,1429,2
48316,49,3
48316,1430,2
48316,407,3
48316,1431,2
48316,53,3
48316,1432,2
48316,1433,2
48316,1434,2
48316,1435,3
48316,1436,2
6542,1437,1
6542,1438,2
6542,1439,3
6542,0,2
6542,1440,3
6542,1441,3
6542,1442,3
6542,1443,3
6542,1444,3
6542,1084,3
6542,1085,3
6542,5,2
6542,9,2
6542,1445,3
6542,1446,3
6542,1447,3
6542,1448,3
6542,1449,2
6542,367,2
6542,1,2
6542,1450,3
6542,1451,3
6542,1452,3
6542,13,2
6542,14,2
6542,17,2
6542,18,2
6542,19,2
6542,21,2
6542,22,2
6542,23,2
6542,1453,2
6542,1454,2
6542,24,2
6542,1455,3
6542,1456,3
6542,1457,3
6542,1458,3
6542,1459,2
6542,1460,3
48185,1461,2
48185,404,3
48185,1462,2
48185,49,3
48185,1463,2
48185,407,3
48185,1464,2
48185,411,3
48185,1465,2
48185,1466,2
48185,1467,2
76539,280,2
76539,1468,3
76539,1469,3
76539,842,2
76539,1470,3
76539,846,2
76539,1471,2
76539,1472,3
76539,265,2
76539,271,2
76539,285,2
49175,1473,2
49175,1474,3
49175,1475,3
49175,1476,3
49175,1477,3
49175,1478,3
49175,1479,3
49175,1480,3
49175,1481,3
49175,1482,2
49175,1483,3
49175,1484,2
49175,1485,2
49175,1486,3
49175,1487,3
49175,1488,3
49175,1489,3
49175,1490,3
49175,1491,3
49175,1492,3
49175,1493,2
49175,1494,3
49175,1495,2
49175,1496,3
49175,1497,2
49175,1353,3
49175,1498,2
49175,1499,3
49175,1500,2
49175,1501,3
49175,1502,3
49175,1503,3
49175,1504,3
49175,1505,3
49175,1506,2
49175,1507,3
49175,1508,2
49175,1509,3
49175,1510,2
49175,1511,2
49175,1512,3
49175,1513,2
49175,1514,3
49175,1515,3
49175,1516,3
49175,1517,2
49175,1518,2
49175,1519,2
49175,1520,2
49175,1521,2
49175,1225,2
7942,1522,1
7942,1523,1
7942,1524,2
7942,1525,3
7942,1007,2
7942,1526,3
7942,1527,2
7942,1528,3
7942,1529,2
7942,1530,3
7942,1531,2
7942,1532,2
