ind,trip,type
86732,0,2
86732,1,3
86732,2,2
86732,3,3
86732,4,2
86732,5,2
86732,6,2
86732,7,3
21815,8,2
21815,9,3
21815,10,3
21815,11,2
21815,12,2
21815,13,2
21815,14,3
21815,15,2
21815,16,3
21815,17,2
21815,18,2
21815,19,2
21815,20,2
21815,21,2
21815,22,2
21815,23,2
21815,24,2
21815,25,2
21815,26,2
21815,27,2
43071,28,1
43071,29,1
43071,30,1
43071,31,1
43071,32,1
43071,33,2
43071,34,3
43071,35,2
43071,36,3
43071,37,2
43071,38,3
43071,39,3
43071,40,2
43071,41,2
43071,42,2
43071,43,2
43071,44,2
43071,45,3
9964,46,1
75479,47,1
75479,48,1
75479,49,2
75479,50,3
75479,51,2
75479,52,3
75479,53,2
75479,54,3
75479,55,3
75479,56,3
75479,57,3
45179,58,1
45179,59,1
45179,60,2
45179,61,3
45179,62,2
45179,63,2
45179,64,2
45179,65,2
45179,66,3
45179,67,2
45179,68,3
45179,69,3
45179,70,3
45179,71,3
45179,72,3
45179,73,3
45179,74,3
45179,75,2
45179,76,2
45179,77,2
45179,78,3
45179,79,2
45179,80,3
45179,81,3
45179,82,2
45179,83,3
45179,84,3
45179,85,3
45179,86,3
45179,87,3
45179,88,3
45179,89,2
45179,90,3
45179,91,3
45179,92,2
45179,93,2
45179,94,2
31991,95,1
31991,96,1
31991,97,1
31991,98,1
31991,99,2
31991,100,3
31991,101,2
31991,102,3
31991,103,3
31991,104,3
31991,105,2
31991,106,3
31991,107,3
31991,108,3
31991,109,2
31991,110,2
31991,111,2
31991,112,2
95711,113,1
95711,114,1
87730,115,1
87730,116,1
87730,117,1
87730,118,2
87730,119,3
87730,120,3
87730,121,2
87730,122,2
29203,123,1
10396,124,1
10396,125,1
10396,126,1
10396,127,1
10396,128,1
10396,129,1
91205,130,1
91205,131,1
91205,132,1
91205,133,2
91205,134,3
91205,135,2
91205,136,2
54676,137,1
85965,138,1
85965,139,1
85965,140,1
85965,141,1
85965,142,1
76207,143,1
76207,144,1
76207,145,1
76207,146,2
76207,147,3
76207,148,2
76207,149,2
76207,150,3
76207,151,3
76207,152,3
76207,153,3
76207,154,2
76207,155,3
76207,156,2
76207,157,3
76207,158,2
76207,159,3
76207,160,2
76207,161,3
76207,162,3
76207,163,3
76207,164,3
76207,165,2
76207,166,3
76207,167,2
76207,168,3
76207,169,2
76207,170,3
76207,171,3
76207,172,3
76207,173,3
76207,174,2
76207,175,2
26776,176,1
26776,177,1
26776,178,1
26776,179,1
26776,180,1
26776,181,1
26776,182,2
26776,183,3
26776,184,2
26776,185,3
26776,186,2
26776,187,3
91478,188,1
91478,189,1
91478,190,1
91478,191,1
43620,192,1
43620,193,1
43620,194,1
43620,195,1
43620,196,1
43620,197,1
43620,198,1
43620,199,2
43620,200,3
43620,201,2
43620,202,3
43620,203,3
83756,204,1
83756,205,2
83756,206,3
83756,207,3
83756,208,2
83756,209,2
83756,0,2
83756,210,3
83756,211,3
87640,188,1
87640,189,1
87640,212,1
87640,213,1
46970,214,1
46970,215,1
46970,216,1
46970,217,2
46970,218,3
46970,219,3
46970,220,3
46970,221,3
46970,222,2
46970,223,3
46970,224,2
46970,225,3
46970,226,3
92537,227,1
92537,228,1
92537,229,1
92537,230,1
92537,231,1
92537,232,1
63588,233,1
63588,234,2
63588,235,3
63588,236,3
63588,237,2
63588,238,2
63588,239,3
63588,240,3
63588,241,2
63588,242,2
63588,243,2
63588,53,3
63588,244,2
63588,165,3
63588,174,3
63588,245,2
63588,246,2
63588,247,2
63588,248,2
63588,249,2
63588,250,2
63588,251,2
63588,252,2
63588,253,2
63588,254,2
63588,255,2
63588,256,3
63588,257,3
63588,258,2
63588,259,3
63588,260,3
85222,261,2
85222,262,3
85222,263,2
85222,264,3
85222,265,2
85222,266,3
85222,267,2
85222,268,2
85222,269,2
85222,270,2
85222,271,3
85222,272,3
85222,273,2
85222,274,2
85222,275,2
14725,276,1
14725,277,2
14725,278,3
14725,125,2
14725,279,3
14725,280,3
14725,281,3
14725,282,3
14725,126,2
14725,283,3
61291,284,2
61291,285,3
61291,286,3
61291,287,2
61291,288,2
61291,289,2
61291,290,3
61291,291,2
61291,292,3
61291,293,2
61291,294,2
61291,295,2
61291,296,3
61291,297,3
61291,298,2
61291,299,3
61291,300,3
61291,301,2
51194,302,1
51194,303,1
51194,304,1
51194,305,1
51194,306,1
51194,307,1
51194,308,1
51194,309,1
51194,310,1
51194,311,1
51194,312,1
51194,313,1
18019,314,1
18019,278,2
18019,315,3
53230,316,1
53230,317,1
53230,318,1
53230,319,1
53230,320,1
88024,321,1
88024,133,1
88024,135,1
88024,136,1
88024,322,1
88024,323,1
81326,324,2
81326,325,3
81326,326,3
81326,327,2
81326,328,3
17316,314,1
17316,278,2
17316,315,3
22732,329,1
22732,330,1
22732,331,1
22732,332,1
22732,333,1
22732,334,2
22732,335,3
22732,336,2
22732,337,3
22732,338,3
22732,13,2
22732,339,3
22732,22,2
22732,23,2
22732,24,2
22732,25,2
22732,340,2
2755,341,1
2755,342,2
2755,343,3
2755,344,2
2755,345,3
2755,346,3
2755,347,2
2755,348,3
2755,349,3
2755,350,3
2755,351,2
2755,352,2
2755,353,2
2755,354,2
2755,355,3
2755,356,2
2755,357,2
2755,358,3
2755,359,2
2755,360,2
2755,361,2
2755,362,2
2755,363,3
2755,364,2
2755,365,3
2755,366,2
2755,367,3
2755,368,2
2755,369,3
2755,370,3
2755,371,2
2755,372,2
2755,373,2
2755,374,3
2755,375,2
2755,376,3
2755,377,2
2755,378,2
2755,379,3
2755,380,2
2755,381,2
2755,382,3
2755,383,2
2755,384,2
2755,385,2
2755,386,2
2755,387,2
2755,388,2
2755,389,3
2755,390,2
2755,391,3
2755,392,3
2755,393,2
2755,394,3
2755,395,3
2755,396,2
2755,397,2
2755,398,2
2755,399,3
2755,400,2
2755,401,2
2755,402,2
2755,403,3
2755,404,3
78025,405,1
78025,406,1
78025,407,1
1796,341,1
1796,342,2
1796,343,3
1796,344,2
1796,408,3
1796,409,3
1796,347,2
1796,348,3
1796,410,3
1796,411,3
1796,351,2
1796,352,2
1796,353,2
1796,354,2
1796,355,3
1796,356,2
1796,357,2
1796,412,3
1796,359,2
1796,360,2
1796,361,2
1796,362,2
1796,363,3
1796,364,2
1796,365,3
1796,366,2
1796,413,3
1796,368,2
1796,414,3
1796,371,2
1796,372,2
1796,373,2
1796,415,3
1796,375,2
1796,376,3
1796,377,2
1796,378,2
1796,379,3
1796,380,2
1796,381,2
1796,416,3
1796,383,2
1796,384,2
1796,385,2
1796,417,2
1796,386,2
1796,418,3
1796,387,2
1796,388,2
1796,419,3
1796,390,2
1796,420,3
1796,393,2
1796,421,3
1796,422,3
1796,396,2
1796,397,2
1796,398,2
1796,399,3
1796,400,2
1796,401,2
1796,402,2
1796,423,3
1796,424,3
55640,425,2
55640,426,3
55640,427,3
55640,428,3
55640,429,2
55640,430,3
55640,431,3
55640,432,3
55640,433,2
55640,434,2
55640,435,2
11293,436,1
10339,437,1
12814,438,1
12814,439,1
12814,440,1
12814,283,2
12814,441,3
12814,442,3
12814,443,3
12814,444,3
12814,445,3
12814,446,3
12814,447,2
12814,448,3
12814,449,3
12814,450,3
12814,451,3
12814,452,2
12814,453,3
12814,279,2
12814,454,2
12814,455,3
12814,456,2
12814,457,2
225,458,2
225,459,3
225,460,3
225,461,3
225,462,2
225,463,3
225,464,2
225,465,2
225,466,2
225,467,3
225,468,2
225,469,3
225,470,2
225,471,3
225,472,2
225,473,3
225,474,2
225,475,3
225,476,2
225,477,3
225,478,2
225,479,3
225,480,3
225,481,3
225,482,2
225,483,3
225,484,2
225,485,3
225,486,3
225,487,2
225,488,3
225,489,2
225,490,3
225,491,2
225,492,3
225,493,3
225,494,3
225,495,3
225,496,2
225,497,3
225,456,2
225,498,2
225,499,3
225,500,3
225,501,2
225,502,2
225,503,2
225,504,2
225,505,2
225,506,3
225,507,3
225,508,2
225,509,3
225,510,2
225,511,2
225,512,2
225,513,2
225,514,2
225,515,2
225,516,2
225,517,2
225,518,2
225,519,2
225,520,2
225,521,2
225,522,2
225,523,3
225,524,2
225,525,2
225,526,2
225,527,2
64233,528,1
64233,529,2
64233,530,3
64233,531,3
64233,532,2
64233,533,3
64233,534,2
64233,535,3
64233,536,3
64233,537,2
64233,538,3
64233,539,2
64233,540,2
13546,541,1
13546,475,2
13546,542,3
93876,543,1
93876,544,1
93876,545,1
93876,546,1
93876,547,2
93876,548,3
93876,549,2
75180,550,1
75180,551,1
75180,552,2
75180,553,3
75180,554,2
75180,555,2
75180,556,2
75180,557,2
75180,558,2
90466,559,1
90466,560,1
90466,561,1
90466,321,2
90466,562,3
90466,563,3
90466,564,3
90466,565,2
90466,566,2
34481,567,2
34481,568,3
34481,569,3
34481,570,2
34481,571,2
34481,572,2
34481,573,2
34481,574,2
34481,575,2
34481,576,2
46301,577,1
46301,578,1
46301,579,1
95356,580,1
95356,581,1
95356,582,1
95356,583,1
95356,584,2
95356,585,3
95356,586,3
95356,587,2
95356,588,3
95356,589,3
95356,590,3
95356,591,3
95356,592,2
95356,593,3
95356,594,3
95356,595,2
19601,596,1
19601,597,2
19601,475,3
16575,437,1
76877,598,1
76877,599,1
76877,49,2
76877,600,3
76877,601,3
76877,602,3
77353,603,1
77353,604,1
77353,605,1
77353,156,2
77353,606,3
77353,149,2
77353,607,3
77353,608,3
77353,167,2
77353,160,2
77353,609,3
77353,610,3
77353,175,2
77353,169,2
77353,611,3
77353,612,3
14449,613,1
14449,614,1
14449,615,2
14449,616,3
14449,617,2
14449,618,3
14449,619,2
14449,620,2
14449,621,2
14449,622,2
14449,623,3
14449,624,3
14449,625,2
14449,626,2
14449,627,3
14449,628,2
14449,629,2
14449,630,2
14449,631,2
14449,632,2
14449,633,2
14449,634,2
14449,635,3
14449,636,2
14449,637,2
14449,638,3
14449,639,3
14449,640,3
14449,641,2
82185,642,2
82185,325,3
82185,326,3
82185,643,2
82185,328,3
55551,644,2
55551,645,3
55551,646,3
55551,647,3
55551,648,3
55551,649,3
55551,650,2
55551,651,2
33515,652,1
33515,653,1
33515,176,1
33515,654,1
33515,183,1
33515,655,1
33515,656,1
33515,657,2
33515,185,3
33515,658,3
33515,659,2
33515,660,3
7975,341,1
7975,661,2
7975,348,3
7975,349,3
7975,350,3
7975,384,2
7975,363,3
7975,385,2
7975,365,3
7975,417,2
7975,367,3
7975,386,2
7975,369,3
7975,370,3
7975,361,2
7975,342,2
7975,343,3
7975,344,2
7975,345,3
7975,346,3
7975,347,2
7975,351,2
7975,352,2
7975,353,2
7975,354,2
7975,355,3
7975,356,2
7975,357,2
7975,358,3
7975,359,2
7975,360,2
7975,387,2
7975,388,2
7975,389,3
7975,390,2
7975,391,3
7975,393,2
7975,394,3
7975,395,3
7975,396,2
7975,662,2
7975,663,2
7975,399,3
7975,664,2
7975,665,2
7975,666,2
7975,403,3
7975,404,3
9092,342,2
9092,667,3
9092,344,2
9092,668,3
9092,669,3
9092,347,2
9092,670,3
9092,671,3
9092,672,3
9092,351,2
9092,352,2
9092,673,2
9092,674,3
9092,675,3
9092,676,2
9092,677,3
9092,678,3
9092,679,3
9092,353,2
9092,354,2
9092,680,3
9092,356,2
9092,357,2
9092,681,3
9092,359,2
9092,360,2
9092,361,2
9092,362,2
9092,682,3
9092,364,2
9092,683,3
9092,366,2
9092,684,3
9092,368,2
9092,685,3
9092,371,2
9092,372,2
9092,373,2
9092,686,3
9092,375,2
9092,687,3
9092,377,2
9092,378,2
9092,688,3
9092,380,2
9092,381,2
9092,689,3
9092,383,2
9092,384,2
9092,385,2
9092,386,2
9092,417,2
9092,690,3
9092,387,2
9092,388,2
9092,691,3
9092,390,2
9092,692,3
9092,693,3
9092,393,2
9092,694,3
9092,695,3
9092,396,2
9092,696,2
9092,697,2
9092,698,3
9092,699,2
9092,700,2
9092,701,2
9092,702,3
9092,703,3
37433,704,1
37433,705,1
37433,706,1
37433,707,1
37433,182,2
37433,708,3
37433,184,2
37433,709,3
37433,186,2
37433,710,3
37433,711,3
37433,712,2
37433,713,3
37433,714,2
37433,715,3
37433,716,3
37433,717,3
37433,718,2
37433,719,2
37433,720,2
37433,721,2
89060,722,1
89060,723,1
89060,724,1
89060,725,1
89060,726,1
89060,227,2
89060,2,3
89060,4,3
89060,5,3
89060,727,2
89060,728,3
89060,729,3
89060,730,2
89060,731,2
89060,732,2
78719,733,1
86689,734,2
86689,735,3
86689,736,3
86689,737,3
86689,738,2
86689,739,3
86689,740,2
86689,741,3
86689,742,2
86689,743,2
86689,744,2
86689,745,2
86689,746,3
86689,747,3
86689,748,3
86689,749,3
86689,750,2
86689,751,2
86689,752,2
84398,738,2
84398,264,3
84398,740,2
84398,753,3
84398,743,2
84398,744,2
84398,745,2
84398,272,3
84398,750,2
84398,752,2
33562,754,2
33562,568,3
33562,569,3
33562,705,2
33562,706,2
33562,755,2
5337,466,2
5337,467,3
5337,468,2
5337,469,3
5337,487,2
5337,488,3
5337,476,2
5337,477,3
5337,478,2
5337,479,3
5337,480,3
5337,481,3
5337,482,2
5337,483,3
5337,484,2
5337,485,3
5337,486,3
5337,493,3
5337,494,3
5337,756,3
5337,496,2
5337,757,3
5337,458,2
5337,460,3
5337,758,3
5337,461,3
5337,462,2
5337,759,3
5337,464,2
5337,465,2
5337,760,2
5337,500,3
5337,761,3
5337,762,2
5337,763,2
5337,764,2
5337,765,2
5337,766,2
5337,767,2
5337,506,3
5337,507,3
5337,768,2
5337,769,2
5337,770,2
5337,771,2
5337,772,2
5337,773,2
5337,774,2
5337,775,2
5337,776,2
5337,777,2
5337,778,2
5337,779,2
5337,780,2
12765,781,1
12765,782,1
12765,783,1
12765,475,2
12765,784,3
12765,785,2
12765,786,3
12765,787,3
12765,788,2
12765,789,2
58310,790,1
58310,791,1
58310,792,2
58310,793,3
58310,794,3
58310,795,3
58310,796,2
58310,797,2
58310,798,3
58310,799,3
58310,800,3
58310,801,3
58310,802,3
58310,803,3
58310,804,3
58310,805,2
58310,806,3
58310,807,3
58310,808,3
58310,809,2
58310,810,3
58310,811,2
58310,812,3
58310,813,2
58310,814,3
58310,815,2
58310,816,3
58310,817,3
58310,818,3
58310,819,3
58310,820,2
58310,821,3
58310,822,2
58310,823,3
58310,824,3
58310,825,3
58310,826,2
58310,827,3
58310,828,3
58310,829,3
58310,830,3
58310,831,2
58310,832,3
58310,594,3
58310,833,3
58310,834,3
84653,835,1
84653,205,2
84653,836,3
84653,207,3
84653,837,2
84653,838,3
84653,208,2
84653,839,2
84653,209,2
84653,840,2
84653,0,2
84653,841,3
84653,211,3
94324,562,1
94324,563,1
94324,564,1
94324,842,2
94324,843,3
94324,844,3
94324,845,3
94324,846,2
23852,847,1
23852,848,1
23852,849,1
23852,850,1
23852,851,2
23852,852,3
23852,853,2
23852,854,3
23852,855,2
23852,856,3
23852,857,2
23852,858,2
23852,859,2
23852,860,3
23852,861,2
23852,862,2
23852,863,2
23852,864,2
23852,865,2
23852,866,2
23852,867,2
23852,868,3
23852,869,2
23852,870,2
23852,871,2
63015,872,1
63015,873,1
3056,874,2
3056,467,3
3056,875,2
3056,469,3
3056,876,2
3056,471,3
3056,877,2
3056,473,3
3056,878,2
3056,475,3
3056,879,2
3056,477,3
3056,880,2
3056,479,3
3056,480,3
3056,481,3
3056,881,2
3056,483,3
3056,882,2
3056,485,3
3056,486,3
3056,883,2
3056,488,3
3056,884,2
3056,490,3
3056,885,2
3056,492,3
3056,493,3
3056,494,3
3056,495,3
3056,886,2
3056,497,3
3056,887,2
3056,459,3
3056,460,3
3056,461,3
3056,888,2
3056,463,3
3056,889,2
3056,890,2
3056,891,2
3056,499,3
3056,500,3
3056,892,2
3056,893,2
3056,894,2
3056,895,2
3056,896,2
3056,506,3
3056,507,3
3056,897,2
3056,509,3
3056,898,2
3056,899,2
3056,900,2
3056,901,2
3056,902,2
3056,903,2
3056,904,2
3056,905,2
3056,906,2
3056,907,2
3056,908,2
3056,909,2
3056,910,2
3056,523,3
3056,911,2
3056,912,2
3056,913,2
3056,914,2
26250,915,1
26250,916,1
26250,917,1
26250,918,1
26250,919,1
26250,920,1
26250,921,1
26250,922,1
26250,923,1
26250,924,1
26250,925,1
26250,926,1
26250,927,1
26250,928,1
26250,929,1
26250,930,1
26250,931,1
26250,932,2
26250,933,3
26250,934,2
26250,935,3
26250,936,2
26250,937,2
26250,938,2
26250,939,2
26250,940,2
26250,941,2
26250,942,2
26250,943,2
26250,944,2
26250,945,2
26250,946,2
26250,947,2
26250,948,2
26250,949,2
26250,950,3
26250,951,2
26250,952,3
26250,953,2
26250,954,2
26250,955,3
55664,425,2
55664,956,3
55664,957,3
55664,958,3
55664,429,2
55664,959,3
55664,960,3
55664,961,3
55664,433,2
55664,434,2
55664,435,2
9775,962,1
9775,963,1
9775,617,2
9775,618,3
9775,615,2
9775,616,3
9775,619,2
9775,620,2
9775,621,2
9775,622,2
9775,623,3
9775,964,3
9775,625,2
9775,626,2
9775,965,3
9775,628,2
9775,629,2
9775,630,2
9775,631,2
9775,632,2
9775,633,2
9775,634,2
9775,635,3
9775,637,2
9775,638,3
9775,639,3
9775,636,2
9775,641,2
34151,966,1
34151,967,1
34151,968,1
34151,969,1
34151,713,1
34151,657,2
34151,709,3
34151,970,3
34151,971,3
34151,972,2
34151,973,3
34151,974,3
34151,975,2
34151,976,3
34151,977,3
34151,978,3
34151,979,2
76819,980,1
76819,981,1
76819,982,1
87148,983,1
87148,2,2
87148,984,3
87148,985,3
87148,986,2
87148,987,3
87148,4,2
87148,988,2
87148,5,2
87148,989,2
87148,0,2
87148,990,3
87148,991,3
87148,992,2
87148,993,2
67948,994,2
67948,995,3
67948,996,3
67948,997,2
67948,998,3
67948,999,2
67948,1000,3
67948,55,3
67948,56,3
9240,342,2
9240,667,3
9240,344,2
9240,1001,3
9240,1002,3
9240,347,2
9240,670,3
9240,1003,3
9240,1004,3
9240,351,2
9240,352,2
9240,673,2
9240,674,3
9240,675,3
9240,676,2
9240,1005,3
9240,1006,3
9240,1007,3
9240,353,2
9240,354,2
9240,680,3
9240,356,2
9240,357,2
9240,1008,3
9240,359,2
9240,360,2
9240,361,2
9240,362,2
9240,682,3
9240,364,2
9240,683,3
9240,366,2
9240,1009,3
9240,368,2
9240,1010,3
9240,371,2
9240,372,2
9240,373,2
9240,1011,3
9240,375,2
9240,687,3
9240,377,2
9240,378,2
9240,688,3
9240,380,2
9240,381,2
9240,1012,3
9240,383,2
9240,384,2
9240,385,2
9240,386,2
9240,387,2
9240,388,2
9240,1013,3
9240,390,2
9240,1014,3
9240,1015,3
9240,393,2
9240,1016,3
9240,1017,3
9240,396,2
9240,696,2
9240,697,2
9240,698,3
9240,699,2
9240,700,2
9240,701,2
9240,1018,3
9240,1019,3
92161,1020,1
92161,1021,1
92161,1022,1
92161,1023,1
20221,1024,1
20221,378,2
20221,315,3
36446,1025,1
36446,1026,1
36446,1027,1
36446,1028,1
36446,1029,2
36446,100,3
36446,1030,2
36446,102,3
36446,103,3
36446,1031,2
36446,1032,2
86575,1033,2
86575,984,3
86575,985,3
86575,1034,2
86575,987,3
86575,1035,2
86575,1036,3
59586,284,1
59586,287,1
59586,288,1
59586,289,2
59586,1037,3
59586,291,2
59586,1038,3
59586,293,2
59586,294,2
59586,295,2
59586,1039,3
59586,1040,3
59586,298,2
59586,1041,3
59586,1042,3
59586,301,2
34205,1043,1
34205,1044,1
34205,1045,2
34205,1046,3
34205,1047,3
34205,1048,2
34205,1049,2
34205,1050,2
34205,100,3
34205,654,2
34205,1051,2
34205,1052,3
34205,1053,2
34205,1054,3
34205,1055,2
34205,1056,2
34205,1057,2
34205,1058,2
34205,1059,2
34205,1060,2
34697,1061,1
34697,1062,1
34697,1063,1
34697,1064,1
34697,1065,1
34697,657,2
34697,1066,3
34697,176,2
34697,1067,3
34697,1068,3
34697,1069,3
34697,654,2
34697,183,2
34697,659,2
38812,1070,2
38812,1071,3
38812,1072,2
38812,1073,2
38812,1074,2
38812,1075,3
38812,1076,2
38812,1077,2
38812,1078,2
38812,1079,2
1494,341,1
1494,342,2
1494,343,3
1494,344,2
1494,345,3
1494,346,3
1494,347,2
1494,348,3
1494,349,3
1494,350,3
1494,351,2
1494,352,2
1494,353,2
1494,354,2
1494,355,3
1494,356,2
1494,357,2
1494,358,3
1494,359,2
1494,360,2
1494,361,2
1494,362,2
1494,363,3
1494,364,2
1494,365,3
1494,366,2
1494,367,3
1494,368,2
1494,369,3
1494,370,3
1494,371,2
1494,372,2
1494,373,2
1494,374,3
1494,375,2
1494,376,3
1494,377,2
1494,378,2
1494,379,3
1494,380,2
1494,381,2
1494,382,3
1494,383,2
1494,384,2
1494,385,2
1494,386,2
1494,387,2
1494,388,2
1494,389,3
1494,390,2
1494,391,3
1494,393,2
1494,394,3
1494,395,3
1494,396,2
1494,696,2
1494,697,2
1494,399,3
1494,699,2
1494,700,2
1494,701,2
1494,403,3
1494,404,3
56654,806,1
56654,1080,1
56654,1081,2
56654,791,3
56654,1082,2
56654,795,3
56654,1083,3
56654,1084,3
56654,1085,2
56654,803,3
56654,804,3
56654,807,3
56654,1086,3
56654,1087,3
56654,1088,3
56654,1089,3
56654,1090,3
56654,808,3
56654,1091,2
56654,1092,3
56654,1093,2
56654,1094,3
56654,1095,2
56654,52,2
56654,1096,2
56654,1097,2
56654,1098,2
56654,1099,2
56654,1100,3
56654,1101,3
56654,1102,2
56654,1103,3
96345,1104,1
96345,1105,1
96345,1106,2
96345,1107,3
96345,1108,3
96345,1109,2
96345,1110,3
96345,1111,3
96345,1112,3
7749,466,2
7749,467,3
7749,468,2
7749,469,3
7749,470,2
7749,471,3
7749,472,2
7749,473,3
7749,474,2
7749,475,3
7749,476,2
7749,477,3
7749,478,2
7749,479,3
7749,480,3
7749,481,3
7749,482,2
7749,483,3
7749,484,2
7749,485,3
7749,486,3
7749,487,2
7749,488,3
7749,489,2
7749,490,3
7749,491,2
7749,492,3
7749,493,3
7749,494,3
7749,495,3
7749,496,2
7749,497,3
7749,458,2
7749,459,3
7749,460,3
7749,461,3
7749,462,2
7749,463,3
7749,464,2
7749,465,2
7749,456,2
7749,760,2
7749,499,3
7749,500,3
7749,762,2
7749,763,2
7749,765,2
7749,766,2
7749,767,2
7749,506,3
7749,507,3
7749,764,2
7749,509,3
7749,1113,2
7749,768,2
7749,769,2
7749,770,2
7749,772,2
7749,773,2
7749,774,2
7749,771,2
7749,1114,2
7749,775,2
7749,776,2
7749,777,2
7749,1115,2
7749,523,3
7749,1116,2
7749,778,2
7749,779,2
7749,780,2
15646,1117,1
15646,1118,1
15646,1119,2
15646,1120,3
15646,1121,3
15646,1122,3
15646,1123,3
15646,1124,3
15646,1125,3
15646,1126,2
15646,1127,3
15646,1128,2
15646,1129,3
15646,1130,2
15646,453,3
15646,1131,2
15646,448,3
15646,449,3
15646,450,3
15646,451,3
15646,1132,2
15646,1133,3
15646,1134,2
15646,1135,2
15646,1136,2
57228,1137,1
57228,1138,1
57228,1139,1
57228,1140,2
57228,1141,3
57228,1142,2
57228,1143,3
57228,1144,2
57228,1145,3
57228,1146,2
57228,287,3
57228,288,3
57228,1147,2
57228,1148,2
57228,1149,2
57228,1150,2
57228,1151,3
57228,1152,2
57228,1153,3
57228,1154,2
57228,1155,3
57228,1156,2
29020,1157,1
29020,1048,1
29020,1049,1
29020,654,1
29020,1158,1
29020,1159,1
29020,1160,2
29020,183,3
29020,1161,2
29020,185,3
29020,1162,2
29020,658,3
59083,1163,1
59083,792,2
59083,1164,3
59083,796,2
59083,797,2
59083,1165,3
59083,1166,3
59083,805,2
59083,1167,3
59083,790,2
59083,234,3
59083,237,3
59083,1168,2
59083,813,2
59083,1169,3
33190,704,1
33190,705,1
33190,706,1
33190,707,1
33190,182,2
33190,708,3
33190,184,2
33190,709,3
33190,186,2
33190,970,3
33190,971,3
33190,1170,2
33190,713,3
33190,1171,2
33190,976,3
33190,977,3
33190,978,3
33190,1172,2
33190,1173,2
33190,1174,2
33190,1175,2
61375,1176,1
61375,1177,2
61375,1083,3
61375,1084,3
61375,1178,2
61375,1179,3
61375,1180,3
61375,1181,2
61375,1182,2
61375,1183,2
61375,1086,3
61375,1087,3
61375,1088,3
61375,1089,3
61375,1090,3
61375,1184,3
61375,1185,3
61375,807,3
61375,1186,2
61375,806,3
61375,1187,3
61375,808,3
61375,1188,2
61375,1189,3
61375,1190,2
61375,1191,3
61375,1192,2
61375,1193,3
61375,1194,3
61375,1195,3
61375,815,2
61375,1196,3
61375,1197,3
61375,1198,3
61375,1199,3
61375,820,2
61375,1144,3
61375,821,3
61375,822,2
61375,823,3
61375,1200,3
61375,1201,3
61375,826,2
61375,1202,3
61375,1203,3
61375,1204,3
61375,1205,3
61375,831,2
61375,1206,3
61375,1207,3
61375,594,3
61375,1208,3
61375,1209,3
25100,1210,1
25100,1211,1
25100,1212,1
25100,1213,1
25100,1214,1
25100,1215,2
25100,1216,3
25100,1217,3
25100,1218,3
25100,1219,3
25100,1220,3
25100,1221,3
25100,1222,3
25100,1223,3
25100,1224,3
25100,1225,3
25100,1226,3
25100,1227,3
25100,1228,2
25100,1229,3
25100,1230,3
25100,1231,3
25100,1232,3
25100,1233,2
25100,1234,3
25100,1235,2
25100,1236,3
25100,1237,2
25100,1238,3
25100,1239,3
25100,1240,2
25100,1241,3
25100,1242,2
25100,1243,3
25100,1244,2
25100,1245,3
25100,1246,3
25100,1247,2
25100,1248,2
25100,1249,3
25100,1250,3
25100,1251,2
79510,1252,2
79510,325,3
79510,326,3
79510,1253,2
79510,328,3
29975,1254,1
3402,874,2
3402,467,3
3402,875,2
3402,469,3
3402,876,2
3402,471,3
3402,877,2
3402,473,3
3402,878,2
3402,475,3
3402,879,2
3402,477,3
3402,880,2
3402,479,3
3402,480,3
3402,481,3
3402,881,2
3402,483,3
3402,882,2
3402,485,3
3402,486,3
3402,883,2
3402,488,3
3402,884,2
3402,490,3
3402,885,2
3402,492,3
3402,493,3
3402,494,3
3402,1255,3
3402,886,2
3402,1256,3
3402,887,2
3402,459,3
3402,460,3
3402,461,3
3402,888,2
3402,1257,3
3402,889,2
3402,890,2
3402,1258,2
3402,499,3
3402,500,3
3402,1259,2
3402,1260,2
3402,1261,2
3402,1262,2
3402,1263,2
3402,506,3
3402,507,3
3402,1264,2
3402,509,3
3402,1265,2
3402,1266,2
3402,1267,2
3402,1268,2
3402,1269,2
3402,1270,2
3402,1271,2
3402,1272,2
3402,1273,2
3402,1274,2
3402,1275,2
3402,1276,2
3402,1277,2
3402,523,3
3402,1278,2
3402,1279,2
3402,1280,2
3402,1281,2
15145,1282,1
15145,1283,1
15145,1284,1
15145,283,2
15145,441,3
15145,442,3
15145,443,3
15145,444,3
15145,445,3
15145,1285,3
15145,447,2
15145,448,3
15145,449,3
15145,450,3
15145,451,3
15145,452,2
15145,453,3
15145,279,2
15145,454,2
15145,1286,3
15145,456,2
15145,457,2
45309,1287,1
45309,1288,1
45309,1289,1
45309,1290,2
45309,1291,3
45309,1292,3
45309,1293,3
45309,1294,2
45309,1295,3
45309,1296,2
45309,1297,2
45309,1298,3
45309,1299,2
45309,1300,2
45309,1301,2
45309,1302,2
45309,1303,2
45309,1304,2
45309,1305,2
45309,1306,3
45309,1307,3
45309,1308,3
45309,1309,3
45309,201,2
45309,1310,3
45309,1311,2
45309,1312,3
45309,1313,2
45309,1314,2
45309,1315,2
45309,1316,2
66266,1317,1
88604,1318,1
88604,1319,1
88604,1320,2
88604,1321,3
88604,1322,2
88604,1323,2
88604,1324,2
88604,1325,3
88604,1326,2
88604,1327,2
88604,1328,2
88604,1329,3
88604,1330,3
88604,1331,2
88604,1332,3
88604,1333,2
35331,1334,1
35331,1046,1
35331,1047,1
