bus,direction,stop_index,stop_id
L29,1,41,10903
L29,1,42,10904
L29,1,43,10905
L29,2,0,10905
L29,2,1,10906
L29,2,2,10907
L29,2,3,10908
L29,2,4,10909
L29,2,5,10910
L29,2,6,10911
L29,2,7,10912
L29,2,8,10913
L29,2,9,10914
L29,2,10,10915
L29,2,11,10916
L29,2,12,10917
L29,2,13,10918
L29,2,14,10919
L29,2,15,10920
L29,2,16,10921
L29,2,17,10922
L29,2,18,10923
L29,2,19,10924
L29,2,20,10925
L29,2,21,10926
L29,2,22,10927
L29,2,23,10928
L29,2,24,10929
L29,2,25,10930
L29,2,26,10931
L29,2,27,10932
L29,2,28,10933
L29,2,29,10934
L29,2,30,10935
L29,2,31,10936
L29,2,32,10937
L29,2,33,10938
L29,2,34,10939
L29,2,35,10940
L29,2,36,10941
L29,2,37,10942
L29,2,38,10943
L29,2,39,10944
L29,2,40,10945
L29,2,41,10946
L29,2,42,10947
L29,2,43,10363
L3,1,0,10001
L3,1,1,10002
L3,1,2,10003
L3,1,3,10033
L3,1,4,10018
L3,1,5,10005
L3,1,6,10006
L3,1,7,10948
L3,1,8,10949
L3,1,9,10950
L3,1,10,10951
L3,1,11,10952
L3,1,12,10953
L3,1,13,10954
L3,1,14,10955
L3,1,15,10956
L3,1,16,10465
L3,1,17,10466
L3,1,18,10467
L3,1,19,10468
L3,1,20,10957
L3,1,21,10958
L3,1,22,10959
L3,1,23,10960
L3,1,24,10961
L3,1,25,10962
L3,1,26,10764
L3,1,27,10963
L3,1,28,10964
L3,1,29,10965
L3,1,30,10966
L3,1,31,10967
L3,1,32,10968
L3,1,33,10969
L3,2,0,10970
L3,2,1,10971
L3,2,2,10972
L3,2,3,10763
L3,2,4,10973
L3,2,5,10974
L3,2,6,10975
L3,2,7,10976
L3,2,8,10977
L3,2,9,10978
L3,2,10,10958
L3,2,11,10979
L3,2,12,10501
L3,2,13,10502
L3,2,14,10503
L3,2,15,10504
L3,2,16,10980
L3,2,17,10981
L3,2,18,10982
L3,2,19,10983
L3,2,20,10984
L3,2,21,10985
L3,2,22,10986
L3,2,23,10987
L3,2,24,10988
L3,2,25,10028
L3,2,26,10029
L3,2,27,10066
L3,2,28,10031
L3,2,29,10032
L3,2,30,10001
L30,1,0,10254
L30,1,1,10255
L30,1,2,10256
L30,1,3,10257
L30,1,4,10258
L30,1,5,10989
L30,1,6,10990
L30,1,7,10951
L30,1,8,10991
L30,1,9,10036
L30,1,10,10037
L30,1,11,10992
L30,1,12,10993
L30,2,0,10994
L30,2,1,10995
L30,2,2,10062
L30,2,3,10063
L30,2,4,10991
L30,2,5,10951
L30,2,6,10990
L30,2,7,10996
L30,2,8,10224
L30,2,9,10225
L30,2,10,10226
L30,2,11,10227
L33,1,0,10506
L33,1,1,10507
L33,1,2,10997
L33,1,3,10088
L33,1,4,10089
L33,1,5,10090
L33,1,6,10091
L33,1,7,10118
L33,1,8,10119
L33,1,9,10120
L33,1,10,10121
L33,1,11,10122
L33,1,12,10123
L33,1,13,10124
L33,1,14,10998
L33,1,15,10999
L33,1,16,11000
L33,1,17,11001
L33,1,18,11002
L33,1,19,11003
L33,1,20,11004
L33,1,21,11005
L33,1,22,11006
L33,1,23,11007
L33,1,24,11008
L33,1,25,11009
L33,1,26,11010
L33,1,27,11011
L33,1,28,11012
L33,1,29,11013
L33,1,30,11014
L33,1,31,11015
L33,1,32,11016
L33,1,33,11017
L33,1,34,11018
L33,1,35,11019
L33,1,36,11020
L33,1,37,11021
L33,1,38,11022
L33,1,39,11023
L33,1,40,11024
L33,1,41,11025
L33,1,42,11026
L33,1,43,11027
L33,1,44,11028
L33,1,45,11029
L33,1,46,11030
L33,1,47,11031
L33,1,48,11032
L33,1,49,11033
L33,1,50,11034
L33,2,0,11035
L33,2,1,11036
L33,2,2,11037
L33,2,3,11038
L33,2,4,11039
L33,2,5,11040
L33,2,6,11041
L33,2,7,11042
L33,2,8,11043
L33,2,9,11044
L33,2,10,11045
L33,2,11,11046
L33,2,12,11047
L33,2,13,11048
L33,2,14,11049
L33,2,15,11050
L33,2,16,11051
L33,2,17,11017
L33,2,18,11052
L33,2,19,11053
L33,2,20,11054
L33,2,21,11055
L33,2,22,11056
L33,2,23,11057
L33,2,24,11058
L33,2,25,11059
L33,2,26,11060
L33,2,27,11061
L33,2,28,11062
L33,2,29,11063
L33,2,30,11064
L33,2,31,11065
L33,2,32,11066
L33,2,33,11067
L33,2,34,11068
L33,2,35,11069
L33,2,36,10131
L33,2,37,10132
L33,2,38,10133
L33,2,39,10134
L33,2,40,11070
L33,2,41,10136
L33,2,42,10137
L33,2,43,10078
L33,2,44,10079
L33,2,45,10080
L33,2,46,10081
L33,2,47,11071
L33,2,48,10542
L33,2,49,10506
L332,1,0,10445
L332,1,1,11072
L332,1,2,11073
L332,1,3,11074
L332,1,4,11075
L332,1,5,11076
L332,1,6,11077
L332,1,7,11078
L332,1,8,11079
L332,1,9,11080
L332,1,10,11081
L332,1,11,11082
L332,1,12,11083
L332,1,13,11084
L332,2,0,11085
L332,2,1,11086
L332,2,2,11087
L332,2,3,11088
L332,2,4,11089
L332,2,5,11090
L332,2,6,11091
L332,2,7,11092
L332,2,8,11093
L332,2,9,11094
L332,2,10,11095
L332,2,11,11096
L332,2,12,11097
L332,2,13,11098
L35,1,0,10506
L35,1,1,10507
L35,1,2,10508
L35,1,3,10509
L35,1,4,10510
L35,1,5,11099
L35,1,6,11100
L35,1,7,11101
L35,1,8,11102
L35,1,9,11103
L35,1,10,11104
L35,1,11,11105
L35,1,12,11106
L35,1,13,11107
L35,1,14,11108
L35,1,15,11109
L35,1,16,11110
L35,1,17,11111
L35,1,18,11112
L35,1,19,11113
L35,1,20,11114
L35,1,21,11115
L35,1,22,11116
L35,1,23,11117
L35,1,24,11118
L35,1,25,11119
L35,1,26,11120
L35,1,27,11121
L35,1,28,11122
L35,1,29,11123
L35,1,30,11124
L35,1,31,11125
L35,1,32,11126
L35,1,33,11127
L35,1,34,11128
L35,2,0,11129
L35,2,1,11130
L35,2,2,11131
L35,2,3,11132
L35,2,4,11133
L35,2,5,11134
L35,2,6,11135
L35,2,7,11136
L35,2,8,11137
L35,2,9,11138
L35,2,10,11139
L35,2,11,11140
L35,2,12,11141
L35,2,13,11142
L35,2,14,11143
L35,2,15,11144
L35,2,16,11145
L35,2,17,11146
L35,2,18,11147
L35,2,19,11148
L35,2,20,11149
L35,2,21,11150
L35,2,22,11151
L35,2,23,11152
L35,2,24,11153
L35,2,25,11154
L35,2,26,11155
L35,2,27,11156
L35,2,28,11157
L35,2,29,11158
L35,2,30,11159
L35,2,31,10539
L35,2,32,10540
L35,2,33,10541
L35,2,34,10542
L35,2,35,10506
L36,1,0,10619
L36,1,1,10311
L36,1,2,10312
L36,1,3,10313
L36,1,4,10314
L36,1,5,10315
L36,1,6,10316
L36,1,7,10178
L36,1,8,10167
L36,1,9,10168
L36,1,10,10144
L36,1,11,11160
L36,1,12,11161
L36,1,13,11162
L36,1,14,11163
L36,1,15,11164
L36,1,16,11165
L36,1,17,11166
L36,1,18,11167
L36,1,19,11168
L36,1,20,11169
L36,1,21,11170
L36,1,22,11171
L36,2,0,11172
L36,2,1,11173
L36,2,2,11174
L36,2,3,11175
L36,2,4,11176
L36,2,5,11177
L36,2,6,11178
L36,2,7,11179
L36,2,8,11180
L36,2,9,10111
L36,2,10,10174
L36,2,11,10175
L36,2,12,10162
L36,2,13,10317
L36,2,14,10318
L36,2,15,10319
L36,2,16,10320
L36,2,17,10321
L36,2,18,10322
L36,2,19,10619
L38,1,0,10018
L38,1,1,10019
L38,1,2,10020
L38,1,3,10021
L38,1,4,10022
L38,1,5,10023
L38,1,6,11181
L38,1,7,11182
L38,1,8,11160
L38,1,9,11161
L38,1,10,11183
L38,1,11,11184
L38,1,12,11185
L38,1,13,11186
L38,1,14,11187
L38,1,15,11188
L38,1,16,11189
L38,1,17,11190
L38,1,18,11191
L38,1,19,11192
L38,1,20,11193
L38,1,21,11194
L38,1,22,11195
L38,1,23,11196
L38,1,24,11197
L38,1,25,11198
L38,1,26,11199
L38,1,27,11200
L38,1,28,11201
L38,1,29,11202
L38,1,30,11203
L38,1,31,11204
L38,1,32,11205
L38,1,33,11206
L38,1,34,11207
L38,1,35,11208
L38,1,36,11209
L38,1,37,11210
L38,1,38,11211
L38,1,39,11212
L38,1,40,11213
L38,1,41,11214
L38,1,42,11215
L38,1,43,11216
L38,1,44,11217
L38,1,45,11218
L38,1,46,11219
L38,1,47,11220
L38,1,48,11221
L38,1,49,11222
L38,1,50,11223
L38,1,51,11224
L38,1,52,11225
L38,2,0,11226
L38,2,1,11227
L38,2,2,11228
L38,2,3,11229
L38,2,4,11230
L38,2,5,11231
L38,2,6,11232
L38,2,7,11233
L38,2,8,11234
L38,2,9,11235
L38,2,10,11236
L38,2,11,11237
L38,2,12,11238
L38,2,13,11239
L38,2,14,11240
L38,2,15,11241
L38,2,16,11242
L38,2,17,11243
L38,2,18,11244
L38,2,19,11245
L38,2,20,11246
L38,2,21,11247
L38,2,22,11248
L38,2,23,11249
L38,2,24,11250
L38,2,25,11251
L38,2,26,11252
L38,2,27,11253
L38,2,28,11254
L38,2,29,11255
L38,2,30,11256
L38,2,31,11257
L38,2,32,11258
L38,2,33,11259
L38,2,34,11260
L38,2,35,11261
L38,2,36,11262
L38,2,37,11263
L38,2,38,11264
L38,2,39,11265
L38,2,40,11266
L38,2,41,11267
L38,2,42,11179
L38,2,43,11180
L38,2,44,11268
L38,2,45,11269
L38,2,46,10012
L38,2,47,10013
L38,2,48,10014
L38,2,49,10015
L38,2,50,10016
L38,2,51,10017
L38,2,52,10018
L39,1,0,10862
L39,1,1,10863
L39,1,2,10864
L39,1,3,11270
L39,1,4,11271
L39,1,5,11272
L39,1,6,11273
L39,1,7,11274
L39,1,8,11275
L39,1,9,11276
L39,1,10,11277
L39,1,11,11278
L39,1,12,11279
L39,1,13,11280
L39,1,14,11281
L39,1,15,11282
L39,1,16,11283
L39,1,17,11284
L39,1,18,11285
L39,1,19,11286
L39,1,20,11287
L39,1,21,11288
L39,1,22,11289
L39,1,23,11290
L39,1,24,11291
L39,1,25,11292
L39,1,26,11293
L39,1,27,11294
L39,1,28,11295
L39,1,29,11296
L39,1,30,11297
L39,1,31,11298
L39,1,32,11299
L39,2,0,11299
L39,2,1,11300
L39,2,2,11301
L39,2,3,11302
L39,2,4,11303
L39,2,5,11304
L39,2,6,11305
L39,2,7,11306
L39,2,8,11307
L39,2,9,11308
L39,2,10,11309
L39,2,11,11310
L39,2,12,11311
L39,2,13,11312
L39,2,14,11313
L39,2,15,11314
L39,2,16,11315
L39,2,17,11316
L39,2,18,11317
L39,2,19,11318
L39,2,20,11319
L39,2,21,11320
L39,2,22,11321
L39,2,23,11322
L39,2,24,11323
L39,2,25,11324
L39,2,26,11325
L39,2,27,11326
L39,2,28,11327
L39,2,29,10946
L39,2,30,10947
L39,2,31,10363
L4,1,0,10001
L4,1,1,10002
L4,1,2,10003
L4,1,3,10033
L4,1,4,10018
L4,1,5,10311
L4,1,6,10312
L4,1,7,10313
L4,1,8,11328
L4,1,9,11329
L4,1,10,11330
L4,1,11,11331
L4,1,12,11332
L4,1,13,11333
L4,1,14,11334
L4,1,15,11335
L4,1,16,11336
L4,2,0,11337
L4,2,1,11338
L4,2,2,11339
L4,2,3,11340
L4,2,4,11341
L4,2,5,11342
L4,2,6,11343
L4,2,7,11344
L4,2,8,11345
L4,2,9,10320
L4,2,10,10321
L4,2,11,10322
L4,2,12,10066
L4,2,13,10031
L4,2,14,10032
L4,2,15,10001
L40,1,0,11118
L40,1,1,11119
L40,1,2,11120
L40,1,3,11121
L40,1,4,11346
L40,1,5,11347
L40,1,6,11348
L40,1,7,11349
L40,1,8,11350
L40,1,9,11351
L40,1,10,11352
L40,1,11,11353
L40,1,12,11354
L40,1,13,11355
L40,1,14,10576
L40,1,15,10577
L40,1,16,10578
L40,1,17,10579
L40,1,18,10580
L40,1,19,11356
L40,1,20,11299
L40,1,21,11300
L40,1,22,11301
L40,1,23,11302
L40,1,24,11303
L40,1,25,11304
L40,1,26,11305
L40,1,27,11357
L40,1,28,11358
L40,1,29,11359
L40,1,30,11360
L40,1,31,11361
L40,1,32,11362
L40,1,33,11363
L40,1,34,11364
L40,1,35,11365
L40,1,36,11366
L40,1,37,11367
L40,1,38,11368
L40,1,39,11369
L40,1,40,11370
L40,1,41,10905
L40,2,0,10905
L40,2,1,10906
L40,2,2,10907
L40,2,3,10908
L40,2,4,10909
L40,2,5,10910
L40,2,6,10911
L40,2,7,11371
L40,2,8,11372
L40,2,9,11373
L40,2,10,11374
L40,2,11,11375
L40,2,12,11376
L40,2,13,11377
L40,2,14,11378
L40,2,15,11379
L40,2,16,11380
L40,2,17,11381
L40,2,18,11382
L40,2,19,11293
L40,2,20,11294
L40,2,21,11295
L40,2,22,11296
L40,2,23,11297
L40,2,24,11298
L40,2,25,11299
L40,2,26,11383
L40,2,27,10581
L40,2,28,10582
L40,2,29,10583
L40,2,30,10584
L40,2,31,10585
L40,2,32,11384
L40,2,33,11385
L40,2,34,11386
L40,2,35,11387
L40,2,36,11388
L40,2,37,11389
L40,2,38,11390
L40,2,39,11391
L40,2,40,11392
L40,2,41,11393
L40,2,42,11136
L40,2,43,11137
L40,2,44,11138
L40,2,45,11139
L41,1,0,11394
L41,1,1,11395
L41,1,2,11396
L41,1,3,11397
L41,1,4,11398
L41,1,5,11399
L41,1,6,11400
L41,1,7,11401
L41,1,8,11402
L41,1,9,11403
L41,1,10,11404
L41,1,11,11405
L41,1,12,11406
L41,1,13,11407
L41,1,14,11408
L41,1,15,11409
L41,1,16,11410
L41,1,17,11411
L41,1,18,11412
L41,1,19,11413
L41,1,20,11414
L41,1,21,11415
L41,1,22,11416
L41,1,23,11417
L41,1,24,11418
L41,1,25,11419
L41,1,26,11420
L41,1,27,11421
L41,1,28,11422
L41,1,29,11423
L41,1,30,11424
L41,1,31,11425
L41,1,32,11426
L41,1,33,11427
L41,1,34,11428
L41,1,35,11429
L41,1,36,11430
L41,1,37,11118
L41,1,38,11119
L41,1,39,11120
L41,1,40,11121
L41,1,41,11346
L41,2,0,11393
L41,2,1,11136
L41,2,2,11137
L41,2,3,11138
L41,2,4,11139
L41,2,5,11431
L41,2,6,11432
L41,2,7,11433
L41,2,8,11434
L41,2,9,11435
L41,2,10,11436
L41,2,11,11437
L41,2,12,11438
L41,2,13,11439
L41,2,14,11440
L41,2,15,11441
L41,2,16,11442
L41,2,17,11443
L41,2,18,11444
L41,2,19,11445
L41,2,20,11446
L41,2,21,11447
L41,2,22,11448
L41,2,23,11449
L41,2,24,11450
L41,2,25,11451
L41,2,26,11452
L41,2,27,11453
L41,2,28,11454
L41,2,29,11455
L41,2,30,11456
L41,2,31,11457
L41,2,32,11458
L41,2,33,11459
L41,2,34,11460
L41,2,35,11461
L41,2,36,11462
L41,2,37,11463
L41,2,38,11464
L41,2,39,11465
L41,2,40,11466
L41,2,41,11467
L43,1,0,10018
L43,1,1,10034
L43,1,2,10035
L43,1,3,10036
L43,1,4,10037
L43,1,5,10038
L43,1,6,10039
L43,1,7,10040
L43,1,8,10406
L43,1,9,10407
L43,1,10,10408
L43,1,11,10409
L43,1,12,10410
L43,1,13,10411
L43,1,14,10412
L43,1,15,10413
L43,1,16,10414
L43,1,17,10415
L43,1,18,10416
L43,1,19,10417
L43,1,20,10418
L43,1,21,10419
L43,1,22,10420
L43,1,23,10421
L43,1,24,10422
L43,1,25,10423
L43,1,26,10424
L43,1,27,10425
L43,1,28,10426
L43,1,29,10427
L43,1,30,10428
L43,1,31,10429
L43,1,32,10430
L43,1,33,10431
L43,1,34,10432
L43,1,35,11468
L43,1,36,11469
L43,1,37,11470
L43,1,38,11471
L43,1,39,11472
L43,1,40,11473
L43,1,41,11474
L43,1,42,11475
L43,1,43,11476
L43,1,44,11477
L43,1,45,11478
L43,1,46,11479
L43,1,47,11480
L43,1,48,11481
L43,1,49,11482
L43,1,50,11483
L43,1,51,11484
L43,1,52,11485
L43,1,53,11486
L43,1,54,11487
L43,2,0,11488
L43,2,1,11489
L43,2,2,11490
L43,2,3,11491
L43,2,4,11492
L43,2,5,11493
L43,2,6,11494
L43,2,7,11495
L43,2,8,11496
L43,2,9,11497
L43,2,10,11498
L43,2,11,11499
L43,2,12,11500
L43,2,13,11501
L43,2,14,11502
L43,2,15,11503
L43,2,16,11504
L43,2,17,11505
L43,2,18,11506
L43,2,19,11507
L43,2,20,10440
L43,2,21,10441
L43,2,22,10442
L43,2,23,10443
L43,2,24,10444
L43,2,25,10445
L43,2,26,10446
L43,2,27,10447
L43,2,28,10448
L43,2,29,10449
L43,2,30,10450
L43,2,31,10451
L43,2,32,10452
L43,2,33,10453
L43,2,34,10454
L43,2,35,10455
L43,2,36,10456
L43,2,37,10457
L43,2,38,10458
L43,2,39,10459
L43,2,40,10460
L43,2,41,10461
L43,2,42,10462
L43,2,43,10463
L43,2,44,10464
L43,2,45,10059
L43,2,46,10060
L43,2,47,10061
L43,2,48,10062
L43,2,49,10063
L43,2,50,10064
L43,2,51,10065
L43,2,52,10018
L44,1,0,11508
L44,1,1,10019
L44,1,2,10020
L44,1,3,10021
L44,1,4,10022
L44,1,5,10023
L44,1,6,10216
L44,1,7,10218
L44,1,8,11509
L44,1,9,11510
L44,1,10,11511
L44,1,11,11512
L44,1,12,11513
L44,1,13,11514
L44,1,14,11515
L44,1,15,11516
L44,1,16,11517
L44,1,17,11518
L44,1,18,11519
L44,1,19,11520
L44,1,20,11521
L44,1,21,11522
L44,1,22,11523
L44,1,23,11524
L44,1,24,11525
L44,1,25,11526
L44,1,26,11527
L44,1,27,11528
L44,1,28,11529
L44,1,29,11530
L44,1,30,11531
L44,1,31,11532
L44,1,32,11533
L44,1,33,11534
L44,1,34,11535
L44,1,35,11536
L44,1,36,11537
L44,1,37,11538
L44,1,38,11539
L44,1,39,11540
L44,1,40,11541
L44,2,0,11542
L44,2,1,11543
L44,2,2,11544
L44,2,3,11545
L44,2,4,11546
L44,2,5,11547
L44,2,6,11548
L44,2,7,11549
L44,2,8,11550
L44,2,9,11551
L44,2,10,11552
L44,2,11,11553
L44,2,12,11554
L44,2,13,11555
L44,2,14,11556
L44,2,15,11557
L44,2,16,11558
L44,2,17,11559
L44,2,18,11560
L44,2,19,11561
L44,2,20,11562
L44,2,21,11563
L44,2,22,11564
L44,2,23,11565
L44,2,24,11566
L44,2,25,11567
L44,2,26,11568
L44,2,27,11569
L44,2,28,11570
L44,2,29,11571
L44,2,30,11572
L44,2,31,11573
L44,2,32,11574
L44,2,33,10219
L44,2,34,10221
L44,2,35,10012
L44,2,36,10013
L44,2,37,10014
L44,2,38,10017
L441,1,0,11508
L441,1,1,10019
L441,1,2,11575
L441,1,3,11576
L441,1,4,11577
L441,1,5,11578
L441,1,6,11579
L441,1,7,11580
L441,1,8,11581
L441,1,9,11582
L441,1,10,11583
L441,1,11,11584
L441,1,12,11585
L441,1,13,11586
L441,1,14,11587
L441,1,15,11588
L441,1,16,11589
L441,1,17,11520
L441,1,18,11590
L441,1,19,11522
L441,1,20,11591
L441,1,21,11592
L441,1,22,11523
L441,1,23,11593
L441,1,24,11594
L441,1,25,11595
L441,1,26,11596
L441,1,27,11597
L441,1,28,11598
L441,1,29,11599
L441,1,30,11600
L441,1,31,11601
L441,1,32,11602
L441,1,33,11603
L441,2,0,11604
L441,2,1,11605
L441,2,2,11606
L441,2,3,11607
L441,2,4,11608
L441,2,5,11609
L441,2,6,11610
L441,2,7,11611
L441,2,8,11612
L441,2,9,11613
L441,2,10,11614
L441,2,11,11615
L441,2,12,11616
L441,2,13,11617
L441,2,14,11562
L441,2,15,11563
L441,2,16,11618
L441,2,17,11619
L441,2,18,11620
L441,2,19,11621
L441,2,20,11570
L441,2,21,11622
L441,2,22,11623
L441,2,23,11572
L441,2,24,11624
L441,2,25,11574
L441,2,26,11625
L441,2,27,11626
L441,2,28,11627
L441,2,29,11628
L441,2,30,11629
L441,2,31,11630
L441,2,32,10017
L45,1,0,10506
L45,1,1,10507
L45,1,2,10508
L45,1,3,10509
L45,1,4,10510
L45,1,5,10511
L45,1,6,10512
L45,1,7,10513
L45,1,8,10514
L45,1,9,10515
L45,1,10,10516
L45,1,11,10517
L45,1,12,10518
L45,1,13,10519
L45,1,14,11631
L45,1,15,11632
L45,1,16,11633
L45,1,17,11634
L45,1,18,11635
L45,1,19,11636
L45,1,20,11637
L45,1,21,11451
L45,1,22,11452
L45,1,23,11453
L45,1,24,11454
L45,1,25,11455
L45,1,26,11456
L45,1,27,11457
L45,1,28,11458
L45,1,29,11459
L45,1,30,11460
L45,1,31,11461
L45,1,32,11462
L45,1,33,11463
L45,1,34,11464
L45,1,35,11465
L45,1,36,11466
L45,1,37,11467
L45,2,0,11638
L45,2,1,11395
L45,2,2,11396
L45,2,3,11397
L45,2,4,11398
L45,2,5,11399
L45,2,6,11400
L45,2,7,11401
L45,2,8,11402
L45,2,9,11403
L45,2,10,11404
L45,2,11,11405
L45,2,12,11406
L45,2,13,11407
L45,2,14,11408
L45,2,15,11409
L45,2,16,11410
L45,2,17,11639
L45,2,18,11640
L45,2,19,11641
L45,2,20,11642
L45,2,21,11643
L45,2,22,11644
L45,2,23,11645
L45,2,24,10530
L45,2,25,10531
L45,2,26,10532
L45,2,27,10533
L45,2,28,10534
L45,2,29,10535
L45,2,30,10536
L45,2,31,10537
L45,2,32,10538
L45,2,33,10539
L45,2,34,10540
L45,2,35,10541
L45,2,36,10542
L45,2,37,10506
L5,1,0,10001
L5,1,1,10002
L5,1,2,10003
L5,1,3,10033
L5,1,4,10018
L5,1,5,10034
L5,1,6,10035
L5,1,7,10036
L5,1,8,10037
L5,1,9,10038
L5,1,10,10039
L5,1,11,10040
L5,1,12,10406
L5,1,13,10407
L5,1,14,10408
L5,1,15,10409
L5,1,16,10410
L5,1,17,10411
L5,1,18,10740
L5,1,19,10183
L5,1,20,10184
L5,1,21,10185
L5,1,22,10186
L5,1,23,10187
L5,1,24,10741
L5,1,25,10742
L5,1,26,10743
L5,1,27,10744
L5,2,0,10764
L5,2,1,10765
L5,2,2,10766
L5,2,3,10767
L5,2,4,10768
L5,2,5,10769
L5,2,6,10156
L5,2,7,10157
L5,2,8,10158
L5,2,9,10770
L5,2,10,10459
L5,2,11,10460
L5,2,12,10461
L5,2,13,10462
L5,2,14,10463
L5,2,15,10464
L5,2,16,10059
L5,2,17,10060
L5,2,18,10061
L5,2,19,10062
L5,2,20,10063
L5,2,21,10064
L5,2,22,10065
L5,2,23,10066
L5,2,24,10031
L5,2,25,10032
L5,2,26,10001
L6,1,0,10363
L6,1,1,10364
L6,1,2,10365
L6,1,3,10366
L6,1,4,10367
L6,1,5,10368
L6,1,6,10369
L6,1,7,10370
L6,1,8,10371
L6,1,9,10372
L6,1,10,10373
L6,1,11,10374
L6,1,12,10375
L6,1,13,10376
L6,1,14,10002
L6,1,15,10003
L6,1,16,10033
L6,1,17,10018
L6,1,18,10005
L6,1,19,10006
L6,1,20,10948
L6,1,21,10949
L6,1,22,10950
L6,1,23,10951
L6,1,24,10952
L6,1,25,11646
L6,1,26,11647
L6,1,27,11648
L6,1,28,11649
L6,1,29,11650
L6,1,30,11651
L6,1,31,10188
L6,1,32,10048
L6,1,33,10049
L6,2,0,10050
L6,2,1,10051
L6,2,2,10052
L6,2,3,11652
L6,2,4,11653
L6,2,5,11654
L6,2,6,11655
L6,2,7,11656
L6,2,8,11657
L6,2,9,10984
L6,2,10,10985
L6,2,11,10986
L6,2,12,10987
L6,2,13,10988
L6,2,14,10028
L6,2,15,10029
L6,2,16,10066
L6,2,17,10031
L6,2,18,10032
L6,2,19,10381
L6,2,20,10382
L6,2,21,10383
L6,2,22,10384
L6,2,23,10385
L6,2,24,10386
L6,2,25,10387
L6,2,26,10388
L6,2,27,10389
L6,2,28,10390
L6,2,29,10391
L6,2,30,10363
L66,1,0,10001
L66,1,1,10002
L66,1,2,10003
L66,1,3,10033
L66,1,4,10018
L66,1,5,10034
L66,1,6,10035
L66,1,7,10036
L66,1,8,10037
L66,1,9,10038
L66,1,10,10039
L66,1,11,10040
L66,1,12,11658
L66,1,13,11659
L66,1,14,10191
L66,1,15,10192
L66,1,16,10193
L66,1,17,10194
L66,1,18,11660
L66,1,19,11661
L66,1,20,11662
L66,1,21,11663
L66,1,22,11664
L66,1,23,11665
L66,2,0,11666
L66,2,1,11667
L66,2,2,11668
L66,2,3,11669
L66,2,4,11670
L66,2,5,10209
L66,2,6,10210
L66,2,7,10211
L66,2,8,10212
L66,2,9,11671
L66,2,10,11672
L66,2,11,10059
L66,2,12,10060
L66,2,13,10061
L66,2,14,10062
L66,2,15,10063
L66,2,16,10064
L66,2,17,10065
L66,2,18,10066
L66,2,19,10031
L66,2,20,10032
L66,2,21,10001
L7,1,0,11673
L7,1,1,10369
L7,1,2,11674
L7,1,3,11675
L7,1,4,10390
L7,1,5,10391
L7,1,6,11676
L7,1,7,10862
L7,1,8,11677
L7,1,9,11678
L7,1,10,11679
L7,1,11,11680
L7,1,12,11681
L7,1,13,11682
L7,1,14,11342
L7,1,15,11343
L7,1,16,11344
L7,1,17,11345
L7,1,18,10314
L7,1,19,10315
L7,1,20,10316
L7,1,21,10163
L7,1,22,10164
L7,1,23,10165
L7,1,24,10166
L7,1,25,10167
L7,1,26,10168
L7,1,27,10144
L7,1,28,10145
L7,1,29,10146
L7,1,30,10169
L7,1,31,10170
L7,1,32,10171
L7,1,33,11683
L7,1,34,11684
L7,1,35,11685
L7,2,0,11686
L7,2,1,11687
L7,2,2,11688
L7,2,3,11689
L7,2,4,10172
L7,2,5,10173
L7,2,6,10109
L7,2,7,10110
L7,2,8,10111
L7,2,9,10174
L7,2,10,10175
L7,2,11,10176
L7,2,12,10177
L7,2,13,10317
L7,2,14,10318
L7,2,15,10319
L7,2,16,11328
L7,2,17,11329
L7,2,18,11330
L7,2,19,11331
L7,2,20,11690
L7,2,21,11691
L7,2,22,11692
L7,2,23,11693
L7,2,24,11694
L7,2,25,11695
L7,2,26,10364
L7,2,27,10365
L7,2,28,10366
L7,2,29,11696
L7,2,30,11697
L7,2,31,11698
L7,2,32,10388
L7,2,33,11673
L9,1,0,10050
L9,1,1,10051
L9,1,2,10052
L9,1,3,11652
L9,1,4,11653
L9,1,5,11654
L9,1,6,11655
L9,1,7,11656
L9,1,8,10399
L9,1,9,10058
L9,1,10,10059
L9,1,11,10060
L9,1,12,10061
L9,1,13,10062
L9,1,14,10063
L9,1,15,10064
L9,1,16,10065
L9,1,17,10018
L9,1,18,10311
L9,1,19,10312
L9,1,20,10313
L9,1,21,11328
L9,1,22,11329
L9,1,23,11330
L9,1,24,11331
L9,1,25,11690
L9,1,26,11691
L9,1,27,11692
L9,1,28,11693
L9,1,29,11694
L9,1,30,11695
L9,1,31,10364
L9,1,32,10365
L9,1,33,10366
L9,1,34,10367
L9,1,35,10368
L9,1,36,11699
L9,1,37,11700
L9,1,38,11701
L9,2,0,11701
L9,2,1,11702
L9,2,2,11703
L9,2,3,10388
L9,2,4,10389
L9,2,5,10390
L9,2,6,10391
L9,2,7,11676
L9,2,8,10862
L9,2,9,11677
L9,2,10,11678
L9,2,11,11679
L9,2,12,11680
L9,2,13,11681
L9,2,14,11682
L9,2,15,11342
L9,2,16,11343
L9,2,17,11344
L9,2,18,11345
L9,2,19,10320
L9,2,20,10321
L9,2,21,10322
L9,2,22,10180
L9,2,23,10034
L9,2,24,10035
L9,2,25,10036
L9,2,26,10037
L9,2,27,10038
L9,2,28,10039
L9,2,29,10040
L9,2,30,10041
L9,2,31,10398
L9,2,32,11647
L9,2,33,11648
L9,2,34,11649
L9,2,35,11650
